"etuus";"vuosi";"aikatyyppi";"viikko";"paiva";"viikonpaiva";"alue";"ikaluokka";"sukupuoli";"saapuneet_hakemukset";"updated"
"Työttömyysturva";"2021";"paiva";"27";"2021-07-08";"torstai";"Koko Suomi";"kaikki";"kaikki";"1074";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"27";"2021-07-09";"perjantai";"Koko Suomi";"kaikki";"kaikki";"875";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"27";"2021-07-10";"lauantai";"Koko Suomi";"kaikki";"kaikki";"217";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"27";"2021-07-11";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"258";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"27";"2022-07-04";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1184";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"27";"2022-07-05";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1095";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"27";"2022-07-06";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1138";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"27";"2022-07-07";"torstai";"Koko Suomi";"kaikki";"kaikki";"1117";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"27";"2022-07-08";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1037";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"27";"2022-07-09";"lauantai";"Koko Suomi";"kaikki";"kaikki";"295";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"27";"2022-07-10";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"288";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"27";"2023-07-03";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1304";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"27";"2023-07-04";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1088";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"27";"2023-07-05";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1032";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"27";"2023-07-06";"torstai";"Koko Suomi";"kaikki";"kaikki";"813";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"27";"2023-07-07";"perjantai";"Koko Suomi";"kaikki";"kaikki";"862";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"27";"2023-07-08";"lauantai";"Koko Suomi";"kaikki";"kaikki";"261";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"27";"2023-07-09";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"274";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"28";"2020-07-06";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1674";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"28";"2020-07-07";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1384";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"28";"2020-07-08";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1555";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"28";"2020-07-09";"torstai";"Koko Suomi";"kaikki";"kaikki";"1252";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"28";"2020-07-10";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1111";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"28";"2020-07-11";"lauantai";"Koko Suomi";"kaikki";"kaikki";"244";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"28";"2020-07-12";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"309";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"28";"2021-07-12";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1096";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"28";"2021-07-13";"tiistai";"Koko Suomi";"kaikki";"kaikki";"963";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"28";"2021-07-14";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1042";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"28";"2021-07-15";"torstai";"Koko Suomi";"kaikki";"kaikki";"1073";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"28";"2021-07-16";"perjantai";"Koko Suomi";"kaikki";"kaikki";"810";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"28";"2021-07-17";"lauantai";"Koko Suomi";"kaikki";"kaikki";"268";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"28";"2021-07-18";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"332";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"28";"2022-07-11";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1039";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"28";"2022-07-12";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1050";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"28";"2022-07-13";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1246";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"28";"2022-07-14";"torstai";"Koko Suomi";"kaikki";"kaikki";"1187";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"28";"2022-07-15";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1089";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"28";"2022-07-16";"lauantai";"Koko Suomi";"kaikki";"kaikki";"221";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"28";"2022-07-17";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"350";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"28";"2023-07-10";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1034";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"28";"2023-07-11";"tiistai";"Koko Suomi";"kaikki";"kaikki";"903";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"28";"2023-07-12";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"896";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"28";"2023-07-13";"torstai";"Koko Suomi";"kaikki";"kaikki";"857";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"28";"2023-07-14";"perjantai";"Koko Suomi";"kaikki";"kaikki";"804";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"28";"2023-07-15";"lauantai";"Koko Suomi";"kaikki";"kaikki";"232";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"28";"2023-07-16";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"280";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"29";"2020-07-13";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1527";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"29";"2020-07-14";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1267";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"29";"2020-07-15";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1512";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"29";"2020-07-16";"torstai";"Koko Suomi";"kaikki";"kaikki";"1600";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"29";"2020-07-17";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1208";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"29";"2020-07-18";"lauantai";"Koko Suomi";"kaikki";"kaikki";"168";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"29";"2020-07-19";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"239";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"29";"2021-07-19";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1217";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"29";"2021-07-20";"tiistai";"Koko Suomi";"kaikki";"kaikki";"930";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"29";"2021-07-21";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"930";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"29";"2021-07-22";"torstai";"Koko Suomi";"kaikki";"kaikki";"1118";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"29";"2021-07-23";"perjantai";"Koko Suomi";"kaikki";"kaikki";"786";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"29";"2021-07-24";"lauantai";"Koko Suomi";"kaikki";"kaikki";"169";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"29";"2021-07-25";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"210";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"29";"2022-07-18";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1140";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"29";"2022-07-19";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1022";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"29";"2022-07-20";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1277";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"29";"2022-07-21";"torstai";"Koko Suomi";"kaikki";"kaikki";"1040";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"29";"2022-07-22";"perjantai";"Koko Suomi";"kaikki";"kaikki";"988";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"29";"2022-07-23";"lauantai";"Koko Suomi";"kaikki";"kaikki";"318";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"29";"2022-07-24";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"255";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"29";"2023-07-17";"maanantai";"Koko Suomi";"kaikki";"kaikki";"977";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"29";"2023-07-18";"tiistai";"Koko Suomi";"kaikki";"kaikki";"936";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"29";"2023-07-19";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"898";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"29";"2023-07-20";"torstai";"Koko Suomi";"kaikki";"kaikki";"899";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"29";"2023-07-21";"perjantai";"Koko Suomi";"kaikki";"kaikki";"794";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"29";"2023-07-22";"lauantai";"Koko Suomi";"kaikki";"kaikki";"203";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"29";"2023-07-23";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"258";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"30";"2020-07-20";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1661";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"30";"2020-07-21";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1527";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"30";"2020-07-22";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1720";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"30";"2020-07-23";"torstai";"Koko Suomi";"kaikki";"kaikki";"1447";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"30";"2020-07-24";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1237";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"30";"2020-07-25";"lauantai";"Koko Suomi";"kaikki";"kaikki";"177";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"30";"2020-07-26";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"211";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"30";"2021-07-26";"maanantai";"Koko Suomi";"kaikki";"kaikki";"999";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"30";"2021-07-27";"tiistai";"Koko Suomi";"kaikki";"kaikki";"821";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"30";"2021-07-28";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1161";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"30";"2021-07-29";"torstai";"Koko Suomi";"kaikki";"kaikki";"910";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"30";"2021-07-30";"perjantai";"Koko Suomi";"kaikki";"kaikki";"911";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"30";"2021-07-31";"lauantai";"Koko Suomi";"kaikki";"kaikki";"239";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"30";"2021-08-01";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"401";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"30";"2022-07-25";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1042";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"30";"2022-07-26";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1110";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"30";"2022-07-27";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1061";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"30";"2022-07-28";"torstai";"Koko Suomi";"kaikki";"kaikki";"986";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"30";"2022-07-29";"perjantai";"Koko Suomi";"kaikki";"kaikki";"828";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"30";"2022-07-30";"lauantai";"Koko Suomi";"kaikki";"kaikki";"310";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"30";"2022-07-31";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"460";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"30";"2023-07-24";"maanantai";"Koko Suomi";"kaikki";"kaikki";"893";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"30";"2023-07-25";"tiistai";"Koko Suomi";"kaikki";"kaikki";"773";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"30";"2023-07-26";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"973";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"30";"2023-07-27";"torstai";"Koko Suomi";"kaikki";"kaikki";"836";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"30";"2023-07-28";"perjantai";"Koko Suomi";"kaikki";"kaikki";"756";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"30";"2023-07-29";"lauantai";"Koko Suomi";"kaikki";"kaikki";"180";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"30";"2023-07-30";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"254";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"31";"2020-07-27";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1375";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"31";"2020-07-28";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1271";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"31";"2020-07-29";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1620";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"31";"2020-07-30";"torstai";"Koko Suomi";"kaikki";"kaikki";"1315";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"31";"2020-07-31";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1072";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"31";"2020-08-01";"lauantai";"Koko Suomi";"kaikki";"kaikki";"306";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"31";"2020-08-02";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"345";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"31";"2021-08-02";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1274";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"31";"2021-08-03";"tiistai";"Koko Suomi";"kaikki";"kaikki";"885";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"31";"2021-08-04";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1057";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"31";"2021-08-05";"torstai";"Koko Suomi";"kaikki";"kaikki";"886";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"31";"2021-08-06";"perjantai";"Koko Suomi";"kaikki";"kaikki";"866";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"31";"2021-08-07";"lauantai";"Koko Suomi";"kaikki";"kaikki";"193";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"31";"2021-08-08";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"253";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"31";"2022-08-01";"maanantai";"Koko Suomi";"kaikki";"kaikki";"2152";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"31";"2022-08-02";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1301";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"31";"2022-08-03";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1354";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"31";"2022-08-04";"torstai";"Koko Suomi";"kaikki";"kaikki";"1091";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"31";"2022-08-05";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1079";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"31";"2022-08-06";"lauantai";"Koko Suomi";"kaikki";"kaikki";"244";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"31";"2022-08-07";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"305";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"31";"2023-07-31";"maanantai";"Koko Suomi";"kaikki";"kaikki";"979";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"31";"2023-08-01";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1312";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"31";"2023-08-02";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"996";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"31";"2023-08-03";"torstai";"Koko Suomi";"kaikki";"kaikki";"816";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"31";"2023-08-04";"perjantai";"Koko Suomi";"kaikki";"kaikki";"638";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"31";"2023-08-05";"lauantai";"Koko Suomi";"kaikki";"kaikki";"180";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"31";"2023-08-06";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"213";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"32";"2020-08-03";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1523";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"32";"2020-08-04";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1307";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"32";"2020-08-05";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1679";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"32";"2020-08-06";"torstai";"Koko Suomi";"kaikki";"kaikki";"1612";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"32";"2020-08-07";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1169";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"32";"2020-08-08";"lauantai";"Koko Suomi";"kaikki";"kaikki";"178";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"32";"2020-08-09";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"241";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"32";"2021-08-09";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1307";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"32";"2021-08-10";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1104";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"32";"2021-08-11";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1070";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"32";"2021-08-12";"torstai";"Koko Suomi";"kaikki";"kaikki";"1088";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"32";"2021-08-13";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1018";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"32";"2021-08-14";"lauantai";"Koko Suomi";"kaikki";"kaikki";"185";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"32";"2021-08-15";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"307";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"32";"2022-08-08";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1413";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"32";"2022-08-09";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1155";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"32";"2022-08-10";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1181";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"32";"2022-08-11";"torstai";"Koko Suomi";"kaikki";"kaikki";"1109";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"32";"2022-08-12";"perjantai";"Koko Suomi";"kaikki";"kaikki";"848";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"32";"2022-08-13";"lauantai";"Koko Suomi";"kaikki";"kaikki";"152";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"32";"2022-08-14";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"283";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"32";"2023-08-07";"maanantai";"Koko Suomi";"kaikki";"kaikki";"893";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"32";"2023-08-08";"tiistai";"Koko Suomi";"kaikki";"kaikki";"929";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"32";"2023-08-09";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"912";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"32";"2023-08-10";"torstai";"Koko Suomi";"kaikki";"kaikki";"931";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"32";"2023-08-11";"perjantai";"Koko Suomi";"kaikki";"kaikki";"795";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"32";"2023-08-12";"lauantai";"Koko Suomi";"kaikki";"kaikki";"163";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"32";"2023-08-13";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"275";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"33";"2020-08-10";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1774";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"33";"2020-08-11";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1569";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"33";"2020-08-12";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1701";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"33";"2020-08-13";"torstai";"Koko Suomi";"kaikki";"kaikki";"1448";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"33";"2020-08-14";"perjantai";"Koko Suomi";"kaikki";"kaikki";"1100";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"33";"2020-08-15";"lauantai";"Koko Suomi";"kaikki";"kaikki";"192";"2023/11/20 12:10:23"
"Työttömyysturva";"2020";"paiva";"33";"2020-08-16";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"281";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"33";"2021-08-16";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1391";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"33";"2021-08-17";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1003";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"33";"2021-08-18";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1314";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"33";"2021-08-19";"torstai";"Koko Suomi";"kaikki";"kaikki";"935";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"33";"2021-08-20";"perjantai";"Koko Suomi";"kaikki";"kaikki";"781";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"33";"2021-08-21";"lauantai";"Koko Suomi";"kaikki";"kaikki";"149";"2023/11/20 12:10:23"
"Työttömyysturva";"2021";"paiva";"33";"2021-08-22";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"264";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"33";"2022-08-15";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1330";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"33";"2022-08-16";"tiistai";"Koko Suomi";"kaikki";"kaikki";"1255";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"33";"2022-08-17";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"1192";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"33";"2022-08-18";"torstai";"Koko Suomi";"kaikki";"kaikki";"1076";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"33";"2022-08-19";"perjantai";"Koko Suomi";"kaikki";"kaikki";"882";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"33";"2022-08-20";"lauantai";"Koko Suomi";"kaikki";"kaikki";"169";"2023/11/20 12:10:23"
"Työttömyysturva";"2022";"paiva";"33";"2022-08-21";"sunnuntai";"Koko Suomi";"kaikki";"kaikki";"248";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"33";"2023-08-14";"maanantai";"Koko Suomi";"kaikki";"kaikki";"1066";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"33";"2023-08-15";"tiistai";"Koko Suomi";"kaikki";"kaikki";"963";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"33";"2023-08-16";"keskiviikko";"Koko Suomi";"kaikki";"kaikki";"988";"2023/11/20 12:10:23"
"Työttömyysturva";"2023";"paiva";"33";"2023-08-17";"torstai";"Koko Suomi";"kaikki";"kaikki";"885";"2023/11/20 12:10:23"
