etuus;vuosi;kuukausi;paiva;alue;variable;val
Yleinen asumistuki;2019;9;2019-09-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";7975
Yleinen asumistuki;2019;9;2019-09-01;Keski-Pohjanmaa;uudet saajaruokakunnat;88
Yleinen asumistuki;2019;9;2019-09-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2437
Yleinen asumistuki;2019;9;2019-09-01;Keski-Suomi;uudet saajaruokakunnat;1190
Yleinen asumistuki;2019;9;2019-09-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";20658
Yleinen asumistuki;2019;9;2019-09-01;Kymenlaakso;uudet saajaruokakunnat;268
Yleinen asumistuki;2019;9;2019-09-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9037
Yleinen asumistuki;2019;9;2019-09-01;Lappi;uudet saajaruokakunnat;434
Yleinen asumistuki;2019;9;2019-09-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";9111
Yleinen asumistuki;2019;9;2019-09-01;Pirkanmaa;uudet saajaruokakunnat;1783
Yleinen asumistuki;2019;9;2019-09-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";36085
Yleinen asumistuki;2019;9;2019-09-01;Pohjanmaa;uudet saajaruokakunnat;629
Yleinen asumistuki;2019;9;2019-09-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";8290
Yleinen asumistuki;2019;9;2019-09-01;Pohjois-Karjala;uudet saajaruokakunnat;611
Yleinen asumistuki;2019;9;2019-09-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";11862
Yleinen asumistuki;2019;9;2019-09-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;1108
Yleinen asumistuki;2019;9;2019-09-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";24701
Yleinen asumistuki;2019;9;2019-09-01;Pohjois-Savo;uudet saajaruokakunnat;768
Yleinen asumistuki;2019;9;2019-09-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";15156
Yleinen asumistuki;2019;9;2019-09-01;Päijät-Häme;uudet saajaruokakunnat;417
Yleinen asumistuki;2019;9;2019-09-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";12803
Yleinen asumistuki;2019;9;2019-09-01;Satakunta;uudet saajaruokakunnat;480
Yleinen asumistuki;2019;9;2019-09-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";10311
Yleinen asumistuki;2019;9;2019-09-01;Uusimaa;uudet saajaruokakunnat;3633
Yleinen asumistuki;2019;9;2019-09-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";113606
Yleinen asumistuki;2019;9;2019-09-01;Varsinais-Suomi;uudet saajaruokakunnat;1389
Yleinen asumistuki;2019;9;2019-09-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";30197
Yleinen asumistuki;2019;10;2019-10-01;Etelä-Karjala;uudet saajaruokakunnat;363
Yleinen asumistuki;2019;10;2019-10-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8297
Yleinen asumistuki;2019;10;2019-10-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;359
Yleinen asumistuki;2019;10;2019-10-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7288
Yleinen asumistuki;2019;10;2019-10-01;Etelä-Savo;uudet saajaruokakunnat;309
Yleinen asumistuki;2019;10;2019-10-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7012
Yleinen asumistuki;2019;10;2019-10-01;Kainuu;uudet saajaruokakunnat;169
Yleinen asumistuki;2019;10;2019-10-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3607
Yleinen asumistuki;2019;10;2019-10-01;Kanta-Häme;uudet saajaruokakunnat;333
Yleinen asumistuki;2019;10;2019-10-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8175
Yleinen asumistuki;2019;10;2019-10-01;Keski-Pohjanmaa;uudet saajaruokakunnat;151
Yleinen asumistuki;2019;10;2019-10-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2503
Yleinen asumistuki;2019;10;2019-10-01;Keski-Suomi;uudet saajaruokakunnat;947
Yleinen asumistuki;2019;10;2019-10-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";21972
Yleinen asumistuki;2019;10;2019-10-01;Kymenlaakso;uudet saajaruokakunnat;285
Yleinen asumistuki;2019;10;2019-10-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9139
Yleinen asumistuki;2019;10;2019-10-01;Lappi;uudet saajaruokakunnat;409
Yleinen asumistuki;2019;10;2019-10-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";9397
Yleinen asumistuki;2019;10;2019-10-01;Pirkanmaa;uudet saajaruokakunnat;1467
Yleinen asumistuki;2019;10;2019-10-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";37521
Yleinen asumistuki;2019;10;2019-10-01;Pohjanmaa;uudet saajaruokakunnat;633
Yleinen asumistuki;2019;10;2019-10-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";9129
Yleinen asumistuki;2019;10;2019-10-01;Pohjois-Karjala;uudet saajaruokakunnat;520
Yleinen asumistuki;2019;10;2019-10-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";12553
Yleinen asumistuki;2019;10;2019-10-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;1062
Yleinen asumistuki;2019;10;2019-10-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";25573
Yleinen asumistuki;2019;10;2019-10-01;Pohjois-Savo;uudet saajaruokakunnat;706
Yleinen asumistuki;2019;10;2019-10-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";15883
Yleinen asumistuki;2019;10;2019-10-01;Päijät-Häme;uudet saajaruokakunnat;420
Yleinen asumistuki;2019;10;2019-10-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13066
Yleinen asumistuki;2019;10;2019-10-01;Satakunta;uudet saajaruokakunnat;420
Yleinen asumistuki;2019;10;2019-10-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";10721
Yleinen asumistuki;2019;10;2019-10-01;Uusimaa;uudet saajaruokakunnat;3922
Yleinen asumistuki;2019;10;2019-10-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";115463
Yleinen asumistuki;2019;10;2019-10-01;Varsinais-Suomi;uudet saajaruokakunnat;1363
Yleinen asumistuki;2019;10;2019-10-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";31405
Yleinen asumistuki;2019;11;2019-11-01;Etelä-Karjala;uudet saajaruokakunnat;205
Yleinen asumistuki;2019;11;2019-11-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8641
Yleinen asumistuki;2019;11;2019-11-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;282
Yleinen asumistuki;2019;11;2019-11-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7645
Yleinen asumistuki;2019;11;2019-11-01;Etelä-Savo;uudet saajaruokakunnat;238
Yleinen asumistuki;2019;11;2019-11-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7251
Yleinen asumistuki;2019;11;2019-11-01;Kainuu;uudet saajaruokakunnat;127
Yleinen asumistuki;2019;11;2019-11-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3782
Yleinen asumistuki;2019;11;2019-11-01;Kanta-Häme;uudet saajaruokakunnat;268
Yleinen asumistuki;2019;11;2019-11-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8442
Yleinen asumistuki;2019;11;2019-11-01;Keski-Pohjanmaa;uudet saajaruokakunnat;133
Yleinen asumistuki;2019;11;2019-11-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2668
Yleinen asumistuki;2019;11;2019-11-01;Keski-Suomi;uudet saajaruokakunnat;582
Yleinen asumistuki;2019;11;2019-11-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";22875
Yleinen asumistuki;2019;11;2019-11-01;Kymenlaakso;uudet saajaruokakunnat;238
Yleinen asumistuki;2019;11;2019-11-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9358
Yleinen asumistuki;2019;11;2019-11-01;Lappi;uudet saajaruokakunnat;313
Yleinen asumistuki;2019;11;2019-11-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";9809
Yleinen asumistuki;2019;11;2019-11-01;Pirkanmaa;uudet saajaruokakunnat;1101
Yleinen asumistuki;2019;11;2019-11-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";39028
Yleinen asumistuki;2019;11;2019-11-01;Pohjanmaa;uudet saajaruokakunnat;359
Yleinen asumistuki;2019;11;2019-11-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";9901
Yleinen asumistuki;2019;11;2019-11-01;Pohjois-Karjala;uudet saajaruokakunnat;336
Yleinen asumistuki;2019;11;2019-11-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13062
Yleinen asumistuki;2019;11;2019-11-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;924
Yleinen asumistuki;2019;11;2019-11-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";26635
Yleinen asumistuki;2019;11;2019-11-01;Pohjois-Savo;uudet saajaruokakunnat;439
Yleinen asumistuki;2019;11;2019-11-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16408
Yleinen asumistuki;2019;11;2019-11-01;Päijät-Häme;uudet saajaruokakunnat;347
Yleinen asumistuki;2019;11;2019-11-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13390
Yleinen asumistuki;2019;11;2019-11-01;Satakunta;uudet saajaruokakunnat;327
Yleinen asumistuki;2019;11;2019-11-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11088
Yleinen asumistuki;2019;11;2019-11-01;Uusimaa;uudet saajaruokakunnat;3435
Yleinen asumistuki;2019;11;2019-11-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";118415
Yleinen asumistuki;2019;11;2019-11-01;Varsinais-Suomi;uudet saajaruokakunnat;953
Yleinen asumistuki;2019;11;2019-11-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";32660
Yleinen asumistuki;2019;12;2019-12-01;Etelä-Karjala;uudet saajaruokakunnat;147
Yleinen asumistuki;2019;12;2019-12-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8871
Yleinen asumistuki;2019;12;2019-12-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;192
Yleinen asumistuki;2019;12;2019-12-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7928
Yleinen asumistuki;2019;12;2019-12-01;Etelä-Savo;uudet saajaruokakunnat;149
Yleinen asumistuki;2019;12;2019-12-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7487
Yleinen asumistuki;2019;12;2019-12-01;Kainuu;uudet saajaruokakunnat;77
Yleinen asumistuki;2019;12;2019-12-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3863
Yleinen asumistuki;2019;12;2019-12-01;Kanta-Häme;uudet saajaruokakunnat;211
Yleinen asumistuki;2019;12;2019-12-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8721
Yleinen asumistuki;2019;12;2019-12-01;Keski-Pohjanmaa;uudet saajaruokakunnat;82
Yleinen asumistuki;2019;12;2019-12-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2810
Yleinen asumistuki;2019;12;2019-12-01;Keski-Suomi;uudet saajaruokakunnat;447
Yleinen asumistuki;2019;12;2019-12-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23411
Yleinen asumistuki;2019;12;2019-12-01;Kymenlaakso;uudet saajaruokakunnat;211
Yleinen asumistuki;2019;12;2019-12-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9569
Yleinen asumistuki;2019;12;2019-12-01;Lappi;uudet saajaruokakunnat;221
Yleinen asumistuki;2019;12;2019-12-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10079
Yleinen asumistuki;2019;12;2019-12-01;Pirkanmaa;uudet saajaruokakunnat;850
Yleinen asumistuki;2019;12;2019-12-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";40105
Yleinen asumistuki;2019;12;2019-12-01;Pohjanmaa;uudet saajaruokakunnat;214
Yleinen asumistuki;2019;12;2019-12-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10251
Yleinen asumistuki;2019;12;2019-12-01;Pohjois-Karjala;uudet saajaruokakunnat;242
Yleinen asumistuki;2019;12;2019-12-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13431
Yleinen asumistuki;2019;12;2019-12-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;623
Yleinen asumistuki;2019;12;2019-12-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27533
Yleinen asumistuki;2019;12;2019-12-01;Pohjois-Savo;uudet saajaruokakunnat;362
Yleinen asumistuki;2019;12;2019-12-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16863
Yleinen asumistuki;2019;12;2019-12-01;Päijät-Häme;uudet saajaruokakunnat;276
Yleinen asumistuki;2019;12;2019-12-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13703
Yleinen asumistuki;2019;12;2019-12-01;Satakunta;uudet saajaruokakunnat;272
Yleinen asumistuki;2019;12;2019-12-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11394
Yleinen asumistuki;2019;12;2019-12-01;Uusimaa;uudet saajaruokakunnat;2814
Yleinen asumistuki;2019;12;2019-12-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";121522
Yleinen asumistuki;2019;12;2019-12-01;Varsinais-Suomi;uudet saajaruokakunnat;634
Yleinen asumistuki;2019;12;2019-12-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33537
Yleinen asumistuki;2020;1;2020-01-01;Etelä-Karjala;uudet saajaruokakunnat;118
Yleinen asumistuki;2020;1;2020-01-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8766
Yleinen asumistuki;2020;1;2020-01-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;146
Yleinen asumistuki;2020;1;2020-01-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7899
Yleinen asumistuki;2020;1;2020-01-01;Etelä-Savo;uudet saajaruokakunnat;134
Yleinen asumistuki;2020;1;2020-01-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7368
Yleinen asumistuki;2020;1;2020-01-01;Kainuu;uudet saajaruokakunnat;72
Yleinen asumistuki;2020;1;2020-01-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3838
Yleinen asumistuki;2020;1;2020-01-01;Kanta-Häme;uudet saajaruokakunnat;156
Yleinen asumistuki;2020;1;2020-01-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8638
Yleinen asumistuki;2020;1;2020-01-01;Keski-Pohjanmaa;uudet saajaruokakunnat;73
Yleinen asumistuki;2020;1;2020-01-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2794
Yleinen asumistuki;2020;1;2020-01-01;Keski-Suomi;uudet saajaruokakunnat;364
Yleinen asumistuki;2020;1;2020-01-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23162
Yleinen asumistuki;2020;1;2020-01-01;Kymenlaakso;uudet saajaruokakunnat;167
Yleinen asumistuki;2020;1;2020-01-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9489
Yleinen asumistuki;2020;1;2020-01-01;Lappi;uudet saajaruokakunnat;177
Yleinen asumistuki;2020;1;2020-01-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10017
Yleinen asumistuki;2020;1;2020-01-01;Pirkanmaa;uudet saajaruokakunnat;658
Yleinen asumistuki;2020;1;2020-01-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";39847
Yleinen asumistuki;2020;1;2020-01-01;Pohjanmaa;uudet saajaruokakunnat;145
Yleinen asumistuki;2020;1;2020-01-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10161
Yleinen asumistuki;2020;1;2020-01-01;Pohjois-Karjala;uudet saajaruokakunnat;244
Yleinen asumistuki;2020;1;2020-01-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13287
Yleinen asumistuki;2020;1;2020-01-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;578
Yleinen asumistuki;2020;1;2020-01-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27615
Yleinen asumistuki;2020;1;2020-01-01;Pohjois-Savo;uudet saajaruokakunnat;322
Yleinen asumistuki;2020;1;2020-01-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16705
Yleinen asumistuki;2020;1;2020-01-01;Päijät-Häme;uudet saajaruokakunnat;233
Yleinen asumistuki;2020;1;2020-01-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13563
Yleinen asumistuki;2020;1;2020-01-01;Satakunta;uudet saajaruokakunnat;202
Yleinen asumistuki;2020;1;2020-01-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11389
Yleinen asumistuki;2020;1;2020-01-01;Uusimaa;uudet saajaruokakunnat;2116
Yleinen asumistuki;2020;1;2020-01-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";119794
Yleinen asumistuki;2020;1;2020-01-01;Varsinais-Suomi;uudet saajaruokakunnat;523
Yleinen asumistuki;2020;1;2020-01-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33098
Yleinen asumistuki;2020;2;2020-02-01;Etelä-Karjala;uudet saajaruokakunnat;187
Yleinen asumistuki;2020;2;2020-02-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8713
Yleinen asumistuki;2020;2;2020-02-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;189
Yleinen asumistuki;2020;2;2020-02-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7884
Yleinen asumistuki;2020;2;2020-02-01;Etelä-Savo;uudet saajaruokakunnat;190
Yleinen asumistuki;2020;2;2020-02-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7328
Yleinen asumistuki;2020;2;2020-02-01;Kainuu;uudet saajaruokakunnat;79
Yleinen asumistuki;2020;2;2020-02-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3834
Yleinen asumistuki;2020;2;2020-02-01;Kanta-Häme;uudet saajaruokakunnat;189
Yleinen asumistuki;2020;2;2020-02-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8690
Yleinen asumistuki;2020;2;2020-02-01;Keski-Pohjanmaa;uudet saajaruokakunnat;61
Yleinen asumistuki;2020;2;2020-02-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2805
Yleinen asumistuki;2020;2;2020-02-01;Keski-Suomi;uudet saajaruokakunnat;401
Yleinen asumistuki;2020;2;2020-02-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23191
Yleinen asumistuki;2020;2;2020-02-01;Kymenlaakso;uudet saajaruokakunnat;221
Yleinen asumistuki;2020;2;2020-02-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9425
Yleinen asumistuki;2020;2;2020-02-01;Lappi;uudet saajaruokakunnat;206
Yleinen asumistuki;2020;2;2020-02-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";9993
Yleinen asumistuki;2020;2;2020-02-01;Pirkanmaa;uudet saajaruokakunnat;841
Yleinen asumistuki;2020;2;2020-02-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";39879
Yleinen asumistuki;2020;2;2020-02-01;Pohjanmaa;uudet saajaruokakunnat;219
Yleinen asumistuki;2020;2;2020-02-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10091
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Karjala;uudet saajaruokakunnat;225
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13368
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;605
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27721
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Savo;uudet saajaruokakunnat;317
Yleinen asumistuki;2020;2;2020-02-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16719
Yleinen asumistuki;2020;2;2020-02-01;Päijät-Häme;uudet saajaruokakunnat;295
Yleinen asumistuki;2020;2;2020-02-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13498
Yleinen asumistuki;2020;2;2020-02-01;Satakunta;uudet saajaruokakunnat;221
Yleinen asumistuki;2020;2;2020-02-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11403
Yleinen asumistuki;2020;2;2020-02-01;Uusimaa;uudet saajaruokakunnat;2533
Yleinen asumistuki;2020;2;2020-02-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";119457
Yleinen asumistuki;2020;2;2020-02-01;Varsinais-Suomi;uudet saajaruokakunnat;628
Yleinen asumistuki;2020;2;2020-02-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33044
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Karjala;uudet saajaruokakunnat;153
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8765
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;192
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7865
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Savo;uudet saajaruokakunnat;170
Yleinen asumistuki;2020;3;2020-03-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7406
Yleinen asumistuki;2020;3;2020-03-01;Kainuu;uudet saajaruokakunnat;99
Yleinen asumistuki;2020;3;2020-03-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3853
Yleinen asumistuki;2020;3;2020-03-01;Kanta-Häme;uudet saajaruokakunnat;170
Yleinen asumistuki;2020;3;2020-03-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8715
Yleinen asumistuki;2020;3;2020-03-01;Keski-Pohjanmaa;uudet saajaruokakunnat;76
Yleinen asumistuki;2020;3;2020-03-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2826
Yleinen asumistuki;2020;3;2020-03-01;Keski-Suomi;uudet saajaruokakunnat;404
Yleinen asumistuki;2020;3;2020-03-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23220
Yleinen asumistuki;2020;3;2020-03-01;Kymenlaakso;uudet saajaruokakunnat;149
Yleinen asumistuki;2020;3;2020-03-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9424
Yleinen asumistuki;2020;3;2020-03-01;Lappi;uudet saajaruokakunnat;245
Yleinen asumistuki;2020;3;2020-03-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10039
Yleinen asumistuki;2020;3;2020-03-01;Pirkanmaa;uudet saajaruokakunnat;716
Yleinen asumistuki;2020;3;2020-03-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";39997
Yleinen asumistuki;2020;3;2020-03-01;Pohjanmaa;uudet saajaruokakunnat;176
Yleinen asumistuki;2020;3;2020-03-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10168
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Karjala;uudet saajaruokakunnat;229
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13453
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;669
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";27858
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Savo;uudet saajaruokakunnat;295
Yleinen asumistuki;2020;3;2020-03-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";16772
Yleinen asumistuki;2020;3;2020-03-01;Päijät-Häme;uudet saajaruokakunnat;291
Yleinen asumistuki;2020;3;2020-03-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";13583
Yleinen asumistuki;2020;3;2020-03-01;Satakunta;uudet saajaruokakunnat;242
Yleinen asumistuki;2020;3;2020-03-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11383
Yleinen asumistuki;2020;3;2020-03-01;Uusimaa;uudet saajaruokakunnat;2668
Yleinen asumistuki;2020;3;2020-03-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";119759
Yleinen asumistuki;2020;3;2020-03-01;Varsinais-Suomi;uudet saajaruokakunnat;633
Yleinen asumistuki;2020;3;2020-03-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";33131
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Karjala;uudet saajaruokakunnat;208
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";8709
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;221
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";7969
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Savo;uudet saajaruokakunnat;222
Yleinen asumistuki;2020;5;2020-05-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7451
Yleinen asumistuki;2020;5;2020-05-01;Kainuu;uudet saajaruokakunnat;76
Yleinen asumistuki;2020;5;2020-05-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3883
Yleinen asumistuki;2020;5;2020-05-01;Kanta-Häme;uudet saajaruokakunnat;268
Yleinen asumistuki;2020;5;2020-05-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";8685
Yleinen asumistuki;2020;5;2020-05-01;Keski-Pohjanmaa;uudet saajaruokakunnat;77
Yleinen asumistuki;2020;5;2020-05-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2846
Yleinen asumistuki;2020;5;2020-05-01;Keski-Suomi;uudet saajaruokakunnat;560
Yleinen asumistuki;2020;5;2020-05-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";23360
Yleinen asumistuki;2020;5;2020-05-01;Kymenlaakso;uudet saajaruokakunnat;269
Yleinen asumistuki;2020;5;2020-05-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9541
Yleinen asumistuki;2020;5;2020-05-01;Lappi;uudet saajaruokakunnat;320
Yleinen asumistuki;2020;5;2020-05-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10119
Yleinen asumistuki;2020;5;2020-05-01;Pirkanmaa;uudet saajaruokakunnat;1113
Yleinen asumistuki;2020;5;2020-05-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";40682
