etuus;vuosi;kuukausi;paiva;alue;variable;val
Työttömyysturva;2019;9;2019-09-01;Varsinais-Suomi;uudet saajat;576
Työttömyysturva;2019;10;2019-10-01;Etelä-Karjala;aiemmin tukea saaneet;4893
Työttömyysturva;2019;10;2019-10-01;Etelä-Pohjanmaa;aiemmin tukea saaneet;4596
Työttömyysturva;2019;10;2019-10-01;Etelä-Savo;aiemmin tukea saaneet;4898
Työttömyysturva;2019;10;2019-10-01;Kainuu;aiemmin tukea saaneet;2446
Työttömyysturva;2019;10;2019-10-01;Kanta-Häme;aiemmin tukea saaneet;5832
Työttömyysturva;2019;10;2019-10-01;Keski-Pohjanmaa;aiemmin tukea saaneet;1881
Työttömyysturva;2019;10;2019-10-01;Keski-Suomi;aiemmin tukea saaneet;11370
Työttömyysturva;2019;10;2019-10-01;Kymenlaakso;aiemmin tukea saaneet;7350
Työttömyysturva;2019;10;2019-10-01;Lappi;aiemmin tukea saaneet;5232
Työttömyysturva;2019;10;2019-10-01;Pirkanmaa;aiemmin tukea saaneet;20386
Työttömyysturva;2019;10;2019-10-01;Pohjanmaa;aiemmin tukea saaneet;4668
Työttömyysturva;2019;10;2019-10-01;Pohjois-Karjala;aiemmin tukea saaneet;7827
Työttömyysturva;2019;10;2019-10-01;Pohjois-Pohjanmaa;aiemmin tukea saaneet;14584
Työttömyysturva;2019;10;2019-10-01;Pohjois-Savo;aiemmin tukea saaneet;8082
Työttömyysturva;2019;10;2019-10-01;Päijät-Häme;aiemmin tukea saaneet;8873
Työttömyysturva;2019;10;2019-10-01;Satakunta;aiemmin tukea saaneet;7061
Työttömyysturva;2019;10;2019-10-01;Uusimaa;aiemmin tukea saaneet;62198
Työttömyysturva;2019;10;2019-10-01;Varsinais-Suomi;aiemmin tukea saaneet;15817
Työttömyysturva;2019;10;2019-10-01;Etelä-Karjala;uudet saajat;168
Työttömyysturva;2019;10;2019-10-01;Etelä-Pohjanmaa;uudet saajat;248
Työttömyysturva;2019;10;2019-10-01;Etelä-Savo;uudet saajat;167
Työttömyysturva;2019;10;2019-10-01;Kainuu;uudet saajat;97
Työttömyysturva;2019;10;2019-10-01;Kanta-Häme;uudet saajat;230
Työttömyysturva;2019;10;2019-10-01;Keski-Pohjanmaa;uudet saajat;80
Työttömyysturva;2019;10;2019-10-01;Keski-Suomi;uudet saajat;434
Työttömyysturva;2019;10;2019-10-01;Kymenlaakso;uudet saajat;215
Työttömyysturva;2019;10;2019-10-01;Lappi;uudet saajat;231
Työttömyysturva;2019;10;2019-10-01;Pirkanmaa;uudet saajat;741
Työttömyysturva;2019;10;2019-10-01;Pohjanmaa;uudet saajat;210
Työttömyysturva;2019;10;2019-10-01;Pohjois-Karjala;uudet saajat;239
Työttömyysturva;2019;10;2019-10-01;Pohjois-Pohjanmaa;uudet saajat;556
Työttömyysturva;2019;10;2019-10-01;Pohjois-Savo;uudet saajat;261
Työttömyysturva;2019;10;2019-10-01;Päijät-Häme;uudet saajat;248
Työttömyysturva;2019;10;2019-10-01;Satakunta;uudet saajat;306
Työttömyysturva;2019;10;2019-10-01;Uusimaa;uudet saajat;2256
Työttömyysturva;2019;10;2019-10-01;Varsinais-Suomi;uudet saajat;645
Työttömyysturva;2019;11;2019-11-01;Etelä-Karjala;aiemmin tukea saaneet;4823
Työttömyysturva;2019;11;2019-11-01;Etelä-Pohjanmaa;aiemmin tukea saaneet;4551
Työttömyysturva;2019;11;2019-11-01;Etelä-Savo;aiemmin tukea saaneet;4825
Työttömyysturva;2019;11;2019-11-01;Kainuu;aiemmin tukea saaneet;2371
Työttömyysturva;2019;11;2019-11-01;Kanta-Häme;aiemmin tukea saaneet;5714
Työttömyysturva;2019;11;2019-11-01;Keski-Pohjanmaa;aiemmin tukea saaneet;1841
Työttömyysturva;2019;11;2019-11-01;Keski-Suomi;aiemmin tukea saaneet;11120
Työttömyysturva;2019;11;2019-11-01;Kymenlaakso;aiemmin tukea saaneet;7118
Työttömyysturva;2019;11;2019-11-01;Lappi;aiemmin tukea saaneet;5074
Työttömyysturva;2019;11;2019-11-01;Pirkanmaa;aiemmin tukea saaneet;19910
Työttömyysturva;2019;11;2019-11-01;Pohjanmaa;aiemmin tukea saaneet;4620
Työttömyysturva;2019;11;2019-11-01;Pohjois-Karjala;aiemmin tukea saaneet;7650
Työttömyysturva;2019;11;2019-11-01;Pohjois-Pohjanmaa;aiemmin tukea saaneet;14330
Työttömyysturva;2019;11;2019-11-01;Pohjois-Savo;aiemmin tukea saaneet;8004
Työttömyysturva;2019;11;2019-11-01;Päijät-Häme;aiemmin tukea saaneet;8659
Työttömyysturva;2019;11;2019-11-01;Satakunta;aiemmin tukea saaneet;6960
Työttömyysturva;2019;11;2019-11-01;Uusimaa;aiemmin tukea saaneet;60173
Työttömyysturva;2019;11;2019-11-01;Varsinais-Suomi;aiemmin tukea saaneet;15308
Työttömyysturva;2019;11;2019-11-01;Etelä-Karjala;uudet saajat;174
Työttömyysturva;2019;11;2019-11-01;Etelä-Pohjanmaa;uudet saajat;186
Työttömyysturva;2019;11;2019-11-01;Etelä-Savo;uudet saajat;159
Työttömyysturva;2019;11;2019-11-01;Kainuu;uudet saajat;84
Työttömyysturva;2019;11;2019-11-01;Kanta-Häme;uudet saajat;175
Työttömyysturva;2019;11;2019-11-01;Keski-Pohjanmaa;uudet saajat;67
Työttömyysturva;2019;11;2019-11-01;Keski-Suomi;uudet saajat;394
Työttömyysturva;2019;11;2019-11-01;Kymenlaakso;uudet saajat;226
Työttömyysturva;2019;11;2019-11-01;Lappi;uudet saajat;251
Työttömyysturva;2019;11;2019-11-01;Pirkanmaa;uudet saajat;659
Työttömyysturva;2019;11;2019-11-01;Pohjanmaa;uudet saajat;184
Työttömyysturva;2019;11;2019-11-01;Pohjois-Karjala;uudet saajat;234
Työttömyysturva;2019;11;2019-11-01;Pohjois-Pohjanmaa;uudet saajat;537
Työttömyysturva;2019;11;2019-11-01;Pohjois-Savo;uudet saajat;295
Työttömyysturva;2019;11;2019-11-01;Päijät-Häme;uudet saajat;266
Työttömyysturva;2019;11;2019-11-01;Satakunta;uudet saajat;242
Työttömyysturva;2019;11;2019-11-01;Uusimaa;uudet saajat;2087
Työttömyysturva;2019;11;2019-11-01;Varsinais-Suomi;uudet saajat;568
Työttömyysturva;2019;12;2019-12-01;Etelä-Karjala;aiemmin tukea saaneet;4956
Työttömyysturva;2019;12;2019-12-01;Etelä-Pohjanmaa;aiemmin tukea saaneet;4581
Työttömyysturva;2019;12;2019-12-01;Etelä-Savo;aiemmin tukea saaneet;4845
Työttömyysturva;2019;12;2019-12-01;Kainuu;aiemmin tukea saaneet;2350
Työttömyysturva;2019;12;2019-12-01;Kanta-Häme;aiemmin tukea saaneet;5762
Työttömyysturva;2019;12;2019-12-01;Keski-Pohjanmaa;aiemmin tukea saaneet;1836
Työttömyysturva;2019;12;2019-12-01;Keski-Suomi;aiemmin tukea saaneet;11137
Työttömyysturva;2019;12;2019-12-01;Kymenlaakso;aiemmin tukea saaneet;7348
Työttömyysturva;2019;12;2019-12-01;Lappi;aiemmin tukea saaneet;5063
Työttömyysturva;2019;12;2019-12-01;Pirkanmaa;aiemmin tukea saaneet;20071
Työttömyysturva;2019;12;2019-12-01;Pohjanmaa;aiemmin tukea saaneet;4728
Työttömyysturva;2019;12;2019-12-01;Pohjois-Karjala;aiemmin tukea saaneet;7686
Työttömyysturva;2019;12;2019-12-01;Pohjois-Pohjanmaa;aiemmin tukea saaneet;14421
Työttömyysturva;2019;12;2019-12-01;Pohjois-Savo;aiemmin tukea saaneet;8033
Työttömyysturva;2019;12;2019-12-01;Päijät-Häme;aiemmin tukea saaneet;8767
Työttömyysturva;2019;12;2019-12-01;Satakunta;aiemmin tukea saaneet;7053
Työttömyysturva;2019;12;2019-12-01;Uusimaa;aiemmin tukea saaneet;60959
Työttömyysturva;2019;12;2019-12-01;Varsinais-Suomi;aiemmin tukea saaneet;15396
Työttömyysturva;2019;12;2019-12-01;Etelä-Karjala;uudet saajat;184
Työttömyysturva;2019;12;2019-12-01;Etelä-Pohjanmaa;uudet saajat;190
Työttömyysturva;2019;12;2019-12-01;Etelä-Savo;uudet saajat;143
Työttömyysturva;2019;12;2019-12-01;Kainuu;uudet saajat;74
Työttömyysturva;2019;12;2019-12-01;Kanta-Häme;uudet saajat;200
Työttömyysturva;2019;12;2019-12-01;Keski-Pohjanmaa;uudet saajat;70
Työttömyysturva;2019;12;2019-12-01;Keski-Suomi;uudet saajat;339
Työttömyysturva;2019;12;2019-12-01;Kymenlaakso;uudet saajat;236
Työttömyysturva;2019;12;2019-12-01;Lappi;uudet saajat;198
Työttömyysturva;2019;12;2019-12-01;Pirkanmaa;uudet saajat;648
Työttömyysturva;2019;12;2019-12-01;Pohjanmaa;uudet saajat;184
Työttömyysturva;2019;12;2019-12-01;Pohjois-Karjala;uudet saajat;237
Työttömyysturva;2019;12;2019-12-01;Pohjois-Pohjanmaa;uudet saajat;502
Työttömyysturva;2019;12;2019-12-01;Pohjois-Savo;uudet saajat;265
Työttömyysturva;2019;12;2019-12-01;Päijät-Häme;uudet saajat;267
Työttömyysturva;2019;12;2019-12-01;Satakunta;uudet saajat;297
Työttömyysturva;2019;12;2019-12-01;Uusimaa;uudet saajat;2134
Työttömyysturva;2019;12;2019-12-01;Varsinais-Suomi;uudet saajat;672
Työttömyysturva;2020;1;2020-01-01;Etelä-Karjala;aiemmin tukea saaneet;5103
Työttömyysturva;2020;1;2020-01-01;Etelä-Pohjanmaa;aiemmin tukea saaneet;4730
Työttömyysturva;2020;1;2020-01-01;Etelä-Savo;aiemmin tukea saaneet;5060
Työttömyysturva;2020;1;2020-01-01;Kainuu;aiemmin tukea saaneet;2407
Työttömyysturva;2020;1;2020-01-01;Kanta-Häme;aiemmin tukea saaneet;5980
Työttömyysturva;2020;1;2020-01-01;Keski-Pohjanmaa;aiemmin tukea saaneet;1919
Työttömyysturva;2020;1;2020-01-01;Keski-Suomi;aiemmin tukea saaneet;11505
Työttömyysturva;2020;1;2020-01-01;Kymenlaakso;aiemmin tukea saaneet;7520
Työttömyysturva;2020;1;2020-01-01;Lappi;aiemmin tukea saaneet;5147
Työttömyysturva;2020;1;2020-01-01;Pirkanmaa;aiemmin tukea saaneet;20682
Työttömyysturva;2020;1;2020-01-01;Pohjanmaa;aiemmin tukea saaneet;4848
Työttömyysturva;2020;1;2020-01-01;Pohjois-Karjala;aiemmin tukea saaneet;7995
Työttömyysturva;2020;1;2020-01-01;Pohjois-Pohjanmaa;aiemmin tukea saaneet;14965
Työttömyysturva;2020;1;2020-01-01;Pohjois-Savo;aiemmin tukea saaneet;8390
Työttömyysturva;2020;1;2020-01-01;Päijät-Häme;aiemmin tukea saaneet;8966
Työttömyysturva;2020;1;2020-01-01;Satakunta;aiemmin tukea saaneet;7290
Työttömyysturva;2020;1;2020-01-01;Uusimaa;aiemmin tukea saaneet;62416
Työttömyysturva;2020;1;2020-01-01;Varsinais-Suomi;aiemmin tukea saaneet;16009
Työttömyysturva;2020;1;2020-01-01;Etelä-Karjala;uudet saajat;196
Työttömyysturva;2020;1;2020-01-01;Etelä-Pohjanmaa;uudet saajat;230
Työttömyysturva;2020;1;2020-01-01;Etelä-Savo;uudet saajat;209
Työttömyysturva;2020;1;2020-01-01;Kainuu;uudet saajat;126
Työttömyysturva;2020;1;2020-01-01;Kanta-Häme;uudet saajat;221
Työttömyysturva;2020;1;2020-01-01;Keski-Pohjanmaa;uudet saajat;93
Työttömyysturva;2020;1;2020-01-01;Keski-Suomi;uudet saajat;515
Työttömyysturva;2020;1;2020-01-01;Kymenlaakso;uudet saajat;226
Työttömyysturva;2020;1;2020-01-01;Lappi;uudet saajat;258
Työttömyysturva;2020;1;2020-01-01;Pirkanmaa;uudet saajat;747
Työttömyysturva;2020;1;2020-01-01;Pohjanmaa;uudet saajat;193
Työttömyysturva;2020;1;2020-01-01;Pohjois-Karjala;uudet saajat;338
Työttömyysturva;2020;1;2020-01-01;Pohjois-Pohjanmaa;uudet saajat;685
Työttömyysturva;2020;1;2020-01-01;Pohjois-Savo;uudet saajat;385
Työttömyysturva;2020;1;2020-01-01;Päijät-Häme;uudet saajat;348
Työttömyysturva;2020;1;2020-01-01;Satakunta;uudet saajat;315
Työttömyysturva;2020;1;2020-01-01;Uusimaa;uudet saajat;2273
Työttömyysturva;2020;1;2020-01-01;Varsinais-Suomi;uudet saajat;708
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Etelä-Karjala;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Etelä-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Etelä-Savo;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Kainuu;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Kanta-Häme;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Keski-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Keski-Suomi;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Kymenlaakso;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Lappi;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Pirkanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Pohjois-Karjala;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Pohjois-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Pohjois-Savo;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Päijät-Häme;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Satakunta;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Uusimaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;1;2020-01-01;Varsinais-Suomi;yrittäjien työmarkkinatuen saajat;0
Työttömyysturva;2020;2;2020-02-01;Etelä-Karjala;aiemmin tukea saaneet;4978
Työttömyysturva;2020;2;2020-02-01;Etelä-Pohjanmaa;aiemmin tukea saaneet;4643
Työttömyysturva;2020;2;2020-02-01;Etelä-Savo;aiemmin tukea saaneet;4945
Työttömyysturva;2020;2;2020-02-01;Kainuu;aiemmin tukea saaneet;2344
Työttömyysturva;2020;2;2020-02-01;Kanta-Häme;aiemmin tukea saaneet;5851
Työttömyysturva;2020;2;2020-02-01;Keski-Pohjanmaa;aiemmin tukea saaneet;1879
Työttömyysturva;2020;2;2020-02-01;Keski-Suomi;aiemmin tukea saaneet;11262
Työttömyysturva;2020;2;2020-02-01;Kymenlaakso;aiemmin tukea saaneet;7303
Työttömyysturva;2020;2;2020-02-01;Lappi;aiemmin tukea saaneet;5040
Työttömyysturva;2020;2;2020-02-01;Pirkanmaa;aiemmin tukea saaneet;20200
Työttömyysturva;2020;2;2020-02-01;Pohjanmaa;aiemmin tukea saaneet;4721
Työttömyysturva;2020;2;2020-02-01;Pohjois-Karjala;aiemmin tukea saaneet;7856
Työttömyysturva;2020;2;2020-02-01;Pohjois-Pohjanmaa;aiemmin tukea saaneet;14572
Työttömyysturva;2020;2;2020-02-01;Pohjois-Savo;aiemmin tukea saaneet;8257
Työttömyysturva;2020;2;2020-02-01;Päijät-Häme;aiemmin tukea saaneet;8880
Työttömyysturva;2020;2;2020-02-01;Satakunta;aiemmin tukea saaneet;7177
Työttömyysturva;2020;2;2020-02-01;Uusimaa;aiemmin tukea saaneet;60902
Työttömyysturva;2020;2;2020-02-01;Varsinais-Suomi;aiemmin tukea saaneet;15639
Työttömyysturva;2020;2;2020-02-01;Etelä-Karjala;uudet saajat;206
Työttömyysturva;2020;2;2020-02-01;Etelä-Pohjanmaa;uudet saajat;268
Työttömyysturva;2020;2;2020-02-01;Etelä-Savo;uudet saajat;187
Työttömyysturva;2020;2;2020-02-01;Kainuu;uudet saajat;122
Työttömyysturva;2020;2;2020-02-01;Kanta-Häme;uudet saajat;233
Työttömyysturva;2020;2;2020-02-01;Keski-Pohjanmaa;uudet saajat;91
Työttömyysturva;2020;2;2020-02-01;Keski-Suomi;uudet saajat;469
Työttömyysturva;2020;2;2020-02-01;Kymenlaakso;uudet saajat;264
Työttömyysturva;2020;2;2020-02-01;Lappi;uudet saajat;248
Työttömyysturva;2020;2;2020-02-01;Pirkanmaa;uudet saajat;852
Työttömyysturva;2020;2;2020-02-01;Pohjanmaa;uudet saajat;185
Työttömyysturva;2020;2;2020-02-01;Pohjois-Karjala;uudet saajat;279
Työttömyysturva;2020;2;2020-02-01;Pohjois-Pohjanmaa;uudet saajat;715
Työttömyysturva;2020;2;2020-02-01;Pohjois-Savo;uudet saajat;355
Työttömyysturva;2020;2;2020-02-01;Päijät-Häme;uudet saajat;342
Työttömyysturva;2020;2;2020-02-01;Satakunta;uudet saajat;323
Työttömyysturva;2020;2;2020-02-01;Uusimaa;uudet saajat;2358
Työttömyysturva;2020;2;2020-02-01;Varsinais-Suomi;uudet saajat;711
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Etelä-Karjala;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Etelä-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Etelä-Savo;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Kainuu;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Kanta-Häme;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Keski-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Keski-Suomi;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Kymenlaakso;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Lappi;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Pirkanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Pohjois-Karjala;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Pohjois-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Pohjois-Savo;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Päijät-Häme;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Satakunta;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Uusimaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;2;2020-02-01;Varsinais-Suomi;yrittäjien työmarkkinatuen saajat;0
Työttömyysturva;2020;3;2020-03-01;Etelä-Karjala;aiemmin tukea saaneet;5125
Työttömyysturva;2020;3;2020-03-01;Etelä-Pohjanmaa;aiemmin tukea saaneet;4773
Työttömyysturva;2020;3;2020-03-01;Etelä-Savo;aiemmin tukea saaneet;5105
Työttömyysturva;2020;3;2020-03-01;Kainuu;aiemmin tukea saaneet;2421
Työttömyysturva;2020;3;2020-03-01;Kanta-Häme;aiemmin tukea saaneet;5983
Työttömyysturva;2020;3;2020-03-01;Keski-Pohjanmaa;aiemmin tukea saaneet;1978
Työttömyysturva;2020;3;2020-03-01;Keski-Suomi;aiemmin tukea saaneet;11683
Työttömyysturva;2020;3;2020-03-01;Kymenlaakso;aiemmin tukea saaneet;7536
Työttömyysturva;2020;3;2020-03-01;Lappi;aiemmin tukea saaneet;5261
Työttömyysturva;2020;3;2020-03-01;Pirkanmaa;aiemmin tukea saaneet;21037
Työttömyysturva;2020;3;2020-03-01;Pohjanmaa;aiemmin tukea saaneet;4860
Työttömyysturva;2020;3;2020-03-01;Pohjois-Karjala;aiemmin tukea saaneet;8066
Työttömyysturva;2020;3;2020-03-01;Pohjois-Pohjanmaa;aiemmin tukea saaneet;15139
Työttömyysturva;2020;3;2020-03-01;Pohjois-Savo;aiemmin tukea saaneet;8516
Työttömyysturva;2020;3;2020-03-01;Päijät-Häme;aiemmin tukea saaneet;9147
Työttömyysturva;2020;3;2020-03-01;Satakunta;aiemmin tukea saaneet;7424
Työttömyysturva;2020;3;2020-03-01;Uusimaa;aiemmin tukea saaneet;63141
Työttömyysturva;2020;3;2020-03-01;Varsinais-Suomi;aiemmin tukea saaneet;16129
Työttömyysturva;2020;3;2020-03-01;Etelä-Karjala;uudet saajat;204
Työttömyysturva;2020;3;2020-03-01;Etelä-Pohjanmaa;uudet saajat;247
Työttömyysturva;2020;3;2020-03-01;Etelä-Savo;uudet saajat;187
Työttömyysturva;2020;3;2020-03-01;Kainuu;uudet saajat;96
Työttömyysturva;2020;3;2020-03-01;Kanta-Häme;uudet saajat;254
Työttömyysturva;2020;3;2020-03-01;Keski-Pohjanmaa;uudet saajat;85
Työttömyysturva;2020;3;2020-03-01;Keski-Suomi;uudet saajat;488
Työttömyysturva;2020;3;2020-03-01;Kymenlaakso;uudet saajat;295
Työttömyysturva;2020;3;2020-03-01;Lappi;uudet saajat;233
Työttömyysturva;2020;3;2020-03-01;Pirkanmaa;uudet saajat;822
Työttömyysturva;2020;3;2020-03-01;Pohjanmaa;uudet saajat;236
Työttömyysturva;2020;3;2020-03-01;Pohjois-Karjala;uudet saajat;269
Työttömyysturva;2020;3;2020-03-01;Pohjois-Pohjanmaa;uudet saajat;611
Työttömyysturva;2020;3;2020-03-01;Pohjois-Savo;uudet saajat;330
Työttömyysturva;2020;3;2020-03-01;Päijät-Häme;uudet saajat;350
Työttömyysturva;2020;3;2020-03-01;Satakunta;uudet saajat;344
Työttömyysturva;2020;3;2020-03-01;Uusimaa;uudet saajat;2610
Työttömyysturva;2020;3;2020-03-01;Varsinais-Suomi;uudet saajat;727
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Etelä-Karjala;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Etelä-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Etelä-Savo;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Kainuu;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Kanta-Häme;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Keski-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Keski-Suomi;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Kymenlaakso;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Lappi;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Pirkanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Pohjois-Karjala;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Pohjois-Pohjanmaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Pohjois-Savo;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Päijät-Häme;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Satakunta;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Uusimaa;yrittäjien työmarkkinatuen saajat;0
Yrittäjien työmarkkinatuki;2020;3;2020-03-01;Varsinais-Suomi;yrittäjien työmarkkinatuen saajat;0
Työttömyysturva;2020;4;2020-04-01;Etelä-Karjala;aiemmin tukea saaneet;5153
Työttömyysturva;2020;4;2020-04-01;Etelä-Pohjanmaa;aiemmin tukea saaneet;4843
Työttömyysturva;2020;4;2020-04-01;Etelä-Savo;aiemmin tukea saaneet;5144
Työttömyysturva;2020;4;2020-04-01;Kainuu;aiemmin tukea saaneet;2435
Työttömyysturva;2020;4;2020-04-01;Kanta-Häme;aiemmin tukea saaneet;6002
Työttömyysturva;2020;4;2020-04-01;Keski-Pohjanmaa;aiemmin tukea saaneet;2020
Työttömyysturva;2020;4;2020-04-01;Keski-Suomi;aiemmin tukea saaneet;11862
Työttömyysturva;2020;4;2020-04-01;Kymenlaakso;aiemmin tukea saaneet;7512
Työttömyysturva;2020;4;2020-04-01;Lappi;aiemmin tukea saaneet;5444
Työttömyysturva;2020;4;2020-04-01;Pirkanmaa;aiemmin tukea saaneet;21192
Työttömyysturva;2020;4;2020-04-01;Pohjanmaa;aiemmin tukea saaneet;4998
Työttömyysturva;2020;4;2020-04-01;Pohjois-Karjala;aiemmin tukea saaneet;8144
Työttömyysturva;2020;4;2020-04-01;Pohjois-Pohjanmaa;aiemmin tukea saaneet;15478
Työttömyysturva;2020;4;2020-04-01;Pohjois-Savo;aiemmin tukea saaneet;8637
Työttömyysturva;2020;4;2020-04-01;Päijät-Häme;aiemmin tukea saaneet;9230
Työttömyysturva;2020;4;2020-04-01;Satakunta;aiemmin tukea saaneet;7535
Työttömyysturva;2020;4;2020-04-01;Uusimaa;aiemmin tukea saaneet;63909
Työttömyysturva;2020;4;2020-04-01;Varsinais-Suomi;aiemmin tukea saaneet;16357
Työttömyysturva;2020;4;2020-04-01;Etelä-Karjala;uudet saajat;229
Työttömyysturva;2020;4;2020-04-01;Etelä-Pohjanmaa;uudet saajat;505
Työttömyysturva;2020;4;2020-04-01;Etelä-Savo;uudet saajat;318
Työttömyysturva;2020;4;2020-04-01;Kainuu;uudet saajat;188
Työttömyysturva;2020;4;2020-04-01;Kanta-Häme;uudet saajat;433
Työttömyysturva;2020;4;2020-04-01;Keski-Pohjanmaa;uudet saajat;183
Työttömyysturva;2020;4;2020-04-01;Keski-Suomi;uudet saajat;790
Työttömyysturva;2020;4;2020-04-01;Kymenlaakso;uudet saajat;312
Työttömyysturva;2020;4;2020-04-01;Lappi;uudet saajat;567
Työttömyysturva;2020;4;2020-04-01;Pirkanmaa;uudet saajat;1631
Työttömyysturva;2020;4;2020-04-01;Pohjanmaa;uudet saajat;387
Työttömyysturva;2020;4;2020-04-01;Pohjois-Karjala;uudet saajat;400
Työttömyysturva;2020;4;2020-04-01;Pohjois-Pohjanmaa;uudet saajat;1276
Työttömyysturva;2020;4;2020-04-01;Pohjois-Savo;uudet saajat;602
