etuus;vuosi;aikatyyppi;viikko;paiva;viikonpaiva;alue;ikaluokka;sukupuoli;saapuneet_hakemukset;updated
Yrittäjien työmarkkinatuki;2021;paiva;13;2021-03-31;keskiviikko;Koko Suomi;kaikki;kaikki;158;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;13;2021-04-01;torstai;Koko Suomi;kaikki;kaikki;105;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;13;2021-04-02;perjantai;Koko Suomi;kaikki;kaikki;39;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;13;2021-04-03;lauantai;Koko Suomi;kaikki;kaikki;21;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;13;2021-04-04;sunnuntai;Koko Suomi;kaikki;kaikki;20;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;14;2021-04-05;maanantai;Koko Suomi;kaikki;kaikki;43;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;14;2021-04-06;tiistai;Koko Suomi;kaikki;kaikki;120;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;14;2021-04-07;keskiviikko;Koko Suomi;kaikki;kaikki;127;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;14;2021-04-08;torstai;Koko Suomi;kaikki;kaikki;98;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;14;2021-04-09;perjantai;Koko Suomi;kaikki;kaikki;105;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;14;2021-04-10;lauantai;Koko Suomi;kaikki;kaikki;30;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;14;2021-04-11;sunnuntai;Koko Suomi;kaikki;kaikki;30;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;15;2021-04-12;maanantai;Koko Suomi;kaikki;kaikki;100;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;15;2021-04-13;tiistai;Koko Suomi;kaikki;kaikki;86;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;15;2021-04-14;keskiviikko;Koko Suomi;kaikki;kaikki;85;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;15;2021-04-15;torstai;Koko Suomi;kaikki;kaikki;94;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;15;2021-04-16;perjantai;Koko Suomi;kaikki;kaikki;64;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;15;2021-04-17;lauantai;Koko Suomi;kaikki;kaikki;12;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;15;2021-04-18;sunnuntai;Koko Suomi;kaikki;kaikki;24;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;16;2020-04-16;torstai;Koko Suomi;kaikki;kaikki;4777;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;16;2020-04-17;perjantai;Koko Suomi;kaikki;kaikki;2428;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;16;2020-04-18;lauantai;Koko Suomi;kaikki;kaikki;740;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;16;2020-04-19;sunnuntai;Koko Suomi;kaikki;kaikki;840;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;16;2021-04-19;maanantai;Koko Suomi;kaikki;kaikki;83;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;16;2021-04-20;tiistai;Koko Suomi;kaikki;kaikki;82;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;16;2021-04-21;keskiviikko;Koko Suomi;kaikki;kaikki;68;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;16;2021-04-22;torstai;Koko Suomi;kaikki;kaikki;53;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;16;2021-04-23;perjantai;Koko Suomi;kaikki;kaikki;51;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;16;2021-04-24;lauantai;Koko Suomi;kaikki;kaikki;16;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;16;2021-04-25;sunnuntai;Koko Suomi;kaikki;kaikki;30;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;17;2020-04-20;maanantai;Koko Suomi;kaikki;kaikki;2019;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;17;2020-04-21;tiistai;Koko Suomi;kaikki;kaikki;1450;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;17;2020-04-22;keskiviikko;Koko Suomi;kaikki;kaikki;1458;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;17;2020-04-23;torstai;Koko Suomi;kaikki;kaikki;1228;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;17;2020-04-24;perjantai;Koko Suomi;kaikki;kaikki;919;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;17;2020-04-25;lauantai;Koko Suomi;kaikki;kaikki;260;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;17;2020-04-26;sunnuntai;Koko Suomi;kaikki;kaikki;478;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;17;2021-04-26;maanantai;Koko Suomi;kaikki;kaikki;64;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;17;2021-04-27;tiistai;Koko Suomi;kaikki;kaikki;81;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;17;2021-04-28;keskiviikko;Koko Suomi;kaikki;kaikki;50;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;17;2021-04-29;torstai;Koko Suomi;kaikki;kaikki;37;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;17;2021-04-30;perjantai;Koko Suomi;kaikki;kaikki;55;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;17;2021-05-01;lauantai;Koko Suomi;kaikki;kaikki;29;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;17;2021-05-02;sunnuntai;Koko Suomi;kaikki;kaikki;49;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;18;2020-04-27;maanantai;Koko Suomi;kaikki;kaikki;1131;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;18;2020-04-28;tiistai;Koko Suomi;kaikki;kaikki;963;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;18;2020-04-29;keskiviikko;Koko Suomi;kaikki;kaikki;780;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;18;2020-04-30;torstai;Koko Suomi;kaikki;kaikki;531;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;18;2020-05-01;perjantai;Koko Suomi;kaikki;kaikki;237;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;18;2020-05-02;lauantai;Koko Suomi;kaikki;kaikki;220;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;18;2020-05-03;sunnuntai;Koko Suomi;kaikki;kaikki;391;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;18;2021-05-03;maanantai;Koko Suomi;kaikki;kaikki;93;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;18;2021-05-04;tiistai;Koko Suomi;kaikki;kaikki;73;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;18;2021-05-05;keskiviikko;Koko Suomi;kaikki;kaikki;84;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;18;2021-05-06;torstai;Koko Suomi;kaikki;kaikki;68;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;18;2021-05-07;perjantai;Koko Suomi;kaikki;kaikki;47;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;18;2021-05-08;lauantai;Koko Suomi;kaikki;kaikki;10;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;18;2021-05-09;sunnuntai;Koko Suomi;kaikki;kaikki;19;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;19;2020-05-04;maanantai;Koko Suomi;kaikki;kaikki;941;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;19;2020-05-05;tiistai;Koko Suomi;kaikki;kaikki;692;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;19;2020-05-06;keskiviikko;Koko Suomi;kaikki;kaikki;672;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;19;2020-05-07;torstai;Koko Suomi;kaikki;kaikki;570;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;19;2020-05-08;perjantai;Koko Suomi;kaikki;kaikki;438;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;19;2020-05-09;lauantai;Koko Suomi;kaikki;kaikki;127;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;19;2020-05-10;sunnuntai;Koko Suomi;kaikki;kaikki;170;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;19;2021-05-10;maanantai;Koko Suomi;kaikki;kaikki;72;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;19;2021-05-11;tiistai;Koko Suomi;kaikki;kaikki;39;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;19;2021-05-12;keskiviikko;Koko Suomi;kaikki;kaikki;44;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;19;2021-05-13;torstai;Koko Suomi;kaikki;kaikki;9;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;19;2021-05-14;perjantai;Koko Suomi;kaikki;kaikki;36;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;19;2021-05-15;lauantai;Koko Suomi;kaikki;kaikki;17;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;19;2021-05-16;sunnuntai;Koko Suomi;kaikki;kaikki;22;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;20;2020-05-11;maanantai;Koko Suomi;kaikki;kaikki;716;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;20;2020-05-12;tiistai;Koko Suomi;kaikki;kaikki;539;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;20;2020-05-13;keskiviikko;Koko Suomi;kaikki;kaikki;500;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;20;2020-05-14;torstai;Koko Suomi;kaikki;kaikki;433;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;20;2020-05-15;perjantai;Koko Suomi;kaikki;kaikki;393;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;20;2020-05-16;lauantai;Koko Suomi;kaikki;kaikki;62;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;20;2020-05-17;sunnuntai;Koko Suomi;kaikki;kaikki;214;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;20;2021-05-17;maanantai;Koko Suomi;kaikki;kaikki;57;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;20;2021-05-18;tiistai;Koko Suomi;kaikki;kaikki;45;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;20;2021-05-19;keskiviikko;Koko Suomi;kaikki;kaikki;46;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;20;2021-05-20;torstai;Koko Suomi;kaikki;kaikki;30;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;20;2021-05-21;perjantai;Koko Suomi;kaikki;kaikki;22;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;20;2021-05-22;lauantai;Koko Suomi;kaikki;kaikki;12;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;20;2021-05-23;sunnuntai;Koko Suomi;kaikki;kaikki;12;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;21;2020-05-18;maanantai;Koko Suomi;kaikki;kaikki;473;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;21;2020-05-19;tiistai;Koko Suomi;kaikki;kaikki;404;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;21;2020-05-20;keskiviikko;Koko Suomi;kaikki;kaikki;342;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;21;2020-05-21;torstai;Koko Suomi;kaikki;kaikki;130;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;21;2020-05-22;perjantai;Koko Suomi;kaikki;kaikki;190;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;21;2020-05-23;lauantai;Koko Suomi;kaikki;kaikki;50;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;21;2020-05-24;sunnuntai;Koko Suomi;kaikki;kaikki;122;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;21;2021-05-24;maanantai;Koko Suomi;kaikki;kaikki;42;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;21;2021-05-25;tiistai;Koko Suomi;kaikki;kaikki;34;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;21;2021-05-26;keskiviikko;Koko Suomi;kaikki;kaikki;37;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;21;2021-05-27;torstai;Koko Suomi;kaikki;kaikki;48;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;21;2021-05-28;perjantai;Koko Suomi;kaikki;kaikki;37;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;21;2021-05-29;lauantai;Koko Suomi;kaikki;kaikki;8;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;21;2021-05-30;sunnuntai;Koko Suomi;kaikki;kaikki;20;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;22;2020-05-25;maanantai;Koko Suomi;kaikki;kaikki;314;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;22;2020-05-26;tiistai;Koko Suomi;kaikki;kaikki;238;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;22;2020-05-27;keskiviikko;Koko Suomi;kaikki;kaikki;247;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;22;2020-05-28;torstai;Koko Suomi;kaikki;kaikki;221;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;22;2020-05-29;perjantai;Koko Suomi;kaikki;kaikki;183;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;22;2020-05-30;lauantai;Koko Suomi;kaikki;kaikki;43;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;22;2020-05-31;sunnuntai;Koko Suomi;kaikki;kaikki;134;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;22;2021-05-31;maanantai;Koko Suomi;kaikki;kaikki;71;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;22;2021-06-01;tiistai;Koko Suomi;kaikki;kaikki;51;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;22;2021-06-02;keskiviikko;Koko Suomi;kaikki;kaikki;43;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;22;2021-06-03;torstai;Koko Suomi;kaikki;kaikki;27;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;22;2021-06-04;perjantai;Koko Suomi;kaikki;kaikki;24;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;22;2021-06-05;lauantai;Koko Suomi;kaikki;kaikki;11;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;22;2021-06-06;sunnuntai;Koko Suomi;kaikki;kaikki;14;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;23;2020-06-01;maanantai;Koko Suomi;kaikki;kaikki;259;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;23;2020-06-02;tiistai;Koko Suomi;kaikki;kaikki;230;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;23;2020-06-03;keskiviikko;Koko Suomi;kaikki;kaikki;180;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;23;2020-06-04;torstai;Koko Suomi;kaikki;kaikki;170;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;23;2020-06-05;perjantai;Koko Suomi;kaikki;kaikki;122;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;23;2020-06-06;lauantai;Koko Suomi;kaikki;kaikki;33;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;23;2020-06-07;sunnuntai;Koko Suomi;kaikki;kaikki;63;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;23;2021-06-07;maanantai;Koko Suomi;kaikki;kaikki;47;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;23;2021-06-08;tiistai;Koko Suomi;kaikki;kaikki;36;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;23;2021-06-09;keskiviikko;Koko Suomi;kaikki;kaikki;43;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;23;2021-06-10;torstai;Koko Suomi;kaikki;kaikki;42;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;23;2021-06-11;perjantai;Koko Suomi;kaikki;kaikki;28;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;23;2021-06-12;lauantai;Koko Suomi;kaikki;kaikki;8;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;23;2021-06-13;sunnuntai;Koko Suomi;kaikki;kaikki;14;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;24;2020-06-08;maanantai;Koko Suomi;kaikki;kaikki;166;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;24;2020-06-09;tiistai;Koko Suomi;kaikki;kaikki;128;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;24;2020-06-10;keskiviikko;Koko Suomi;kaikki;kaikki;99;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;24;2020-06-11;torstai;Koko Suomi;kaikki;kaikki;99;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;24;2020-06-12;perjantai;Koko Suomi;kaikki;kaikki;81;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;24;2020-06-13;lauantai;Koko Suomi;kaikki;kaikki;16;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;24;2020-06-14;sunnuntai;Koko Suomi;kaikki;kaikki;54;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;24;2021-06-14;maanantai;Koko Suomi;kaikki;kaikki;45;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;24;2021-06-15;tiistai;Koko Suomi;kaikki;kaikki;48;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;24;2021-06-16;keskiviikko;Koko Suomi;kaikki;kaikki;33;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;24;2021-06-17;torstai;Koko Suomi;kaikki;kaikki;40;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;24;2021-06-18;perjantai;Koko Suomi;kaikki;kaikki;21;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;24;2021-06-19;lauantai;Koko Suomi;kaikki;kaikki;13;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;24;2021-06-20;sunnuntai;Koko Suomi;kaikki;kaikki;10;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;25;2020-06-15;maanantai;Koko Suomi;kaikki;kaikki;124;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;25;2020-06-16;tiistai;Koko Suomi;kaikki;kaikki;97;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;25;2020-06-17;keskiviikko;Koko Suomi;kaikki;kaikki;74;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;25;2020-06-18;torstai;Koko Suomi;kaikki;kaikki;63;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;25;2020-06-19;perjantai;Koko Suomi;kaikki;kaikki;11;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;25;2020-06-20;lauantai;Koko Suomi;kaikki;kaikki;12;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;25;2020-06-21;sunnuntai;Koko Suomi;kaikki;kaikki;35;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;25;2021-06-21;maanantai;Koko Suomi;kaikki;kaikki;45;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;25;2021-06-22;tiistai;Koko Suomi;kaikki;kaikki;38;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;25;2021-06-23;keskiviikko;Koko Suomi;kaikki;kaikki;36;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;25;2021-06-24;torstai;Koko Suomi;kaikki;kaikki;32;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;25;2021-06-25;perjantai;Koko Suomi;kaikki;kaikki;9;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;25;2021-06-26;lauantai;Koko Suomi;kaikki;kaikki;7;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;25;2021-06-27;sunnuntai;Koko Suomi;kaikki;kaikki;16;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;26;2020-06-22;maanantai;Koko Suomi;kaikki;kaikki;90;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;26;2020-06-23;tiistai;Koko Suomi;kaikki;kaikki;67;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;26;2020-06-24;keskiviikko;Koko Suomi;kaikki;kaikki;91;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;26;2020-06-25;torstai;Koko Suomi;kaikki;kaikki;67;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;26;2020-06-26;perjantai;Koko Suomi;kaikki;kaikki;63;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;26;2020-06-27;lauantai;Koko Suomi;kaikki;kaikki;17;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;26;2020-06-28;sunnuntai;Koko Suomi;kaikki;kaikki;26;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;26;2021-06-28;maanantai;Koko Suomi;kaikki;kaikki;42;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;26;2021-06-29;tiistai;Koko Suomi;kaikki;kaikki;41;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;26;2021-06-30;keskiviikko;Koko Suomi;kaikki;kaikki;49;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;26;2021-07-01;torstai;Koko Suomi;kaikki;kaikki;54;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;26;2021-07-02;perjantai;Koko Suomi;kaikki;kaikki;37;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;26;2021-07-03;lauantai;Koko Suomi;kaikki;kaikki;17;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;26;2021-07-04;sunnuntai;Koko Suomi;kaikki;kaikki;11;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;27;2020-06-29;maanantai;Koko Suomi;kaikki;kaikki;109;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;27;2020-06-30;tiistai;Koko Suomi;kaikki;kaikki;185;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;27;2020-07-01;keskiviikko;Koko Suomi;kaikki;kaikki;128;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;27;2020-07-02;torstai;Koko Suomi;kaikki;kaikki;86;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;27;2020-07-03;perjantai;Koko Suomi;kaikki;kaikki;69;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;27;2020-07-04;lauantai;Koko Suomi;kaikki;kaikki;23;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;27;2020-07-05;sunnuntai;Koko Suomi;kaikki;kaikki;29;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;27;2021-07-05;maanantai;Koko Suomi;kaikki;kaikki;43;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;27;2021-07-06;tiistai;Koko Suomi;kaikki;kaikki;39;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;27;2021-07-07;keskiviikko;Koko Suomi;kaikki;kaikki;28;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;27;2021-07-08;torstai;Koko Suomi;kaikki;kaikki;29;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;27;2021-07-09;perjantai;Koko Suomi;kaikki;kaikki;27;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;27;2021-07-10;lauantai;Koko Suomi;kaikki;kaikki;7;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;27;2021-07-11;sunnuntai;Koko Suomi;kaikki;kaikki;21;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;28;2020-07-06;maanantai;Koko Suomi;kaikki;kaikki;95;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;28;2020-07-07;tiistai;Koko Suomi;kaikki;kaikki;91;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;28;2020-07-08;keskiviikko;Koko Suomi;kaikki;kaikki;64;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;28;2020-07-09;torstai;Koko Suomi;kaikki;kaikki;83;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;28;2020-07-10;perjantai;Koko Suomi;kaikki;kaikki;53;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;28;2020-07-11;lauantai;Koko Suomi;kaikki;kaikki;21;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;28;2020-07-12;sunnuntai;Koko Suomi;kaikki;kaikki;26;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2021;paiva;28;2021-07-12;maanantai;Koko Suomi;kaikki;kaikki;40;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;29;2020-07-13;maanantai;Koko Suomi;kaikki;kaikki;87;2021/07/13 10:02:58
Yrittäjien työmarkkinatuki;2020;paiva;29;2020-07-14;tiistai;Koko Suomi;kaikki;kaikki;75;2021/07/13 10:02:58
