etuus;vuosi;aikatyyppi;viikko;alue;ikaluokka;sukupuoli;saapuneet_hakemukset;updated
Työttömyysturva;2019;viikko;42;Koko Suomi;yli 54;kaikki;691;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;alle 25;kaikki;1729;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;25-34;kaikki;1967;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;35-44;kaikki;1292;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;45-54;kaikki;914;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;yli 54;kaikki;694;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;alle 25;miehet;806;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;25-34;miehet;903;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;35-44;miehet;555;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;45-54;miehet;521;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;yli 54;miehet;352;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;alle 25;miehet;869;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;25-34;miehet;983;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;35-44;miehet;623;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;45-54;miehet;414;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;yli 54;miehet;353;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;alle 25;naiset;720;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;25-34;naiset;875;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;35-44;naiset;608;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;45-54;naiset;486;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;42;Koko Suomi;yli 54;naiset;339;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;alle 25;naiset;860;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;25-34;naiset;984;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;35-44;naiset;669;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;45-54;naiset;500;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;42;Koko Suomi;yli 54;naiset;341;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;alle 25;kaikki;1465;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;25-34;kaikki;1809;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;35-44;kaikki;1171;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;45-54;kaikki;975;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;yli 54;kaikki;643;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;alle 25;kaikki;1668;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;25-34;kaikki;2135;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;35-44;kaikki;1337;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;45-54;kaikki;1010;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;yli 54;kaikki;673;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;alle 25;miehet;780;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;25-34;miehet;981;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;35-44;miehet;595;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;45-54;miehet;493;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;yli 54;miehet;317;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;alle 25;miehet;816;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;25-34;miehet;1061;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;35-44;miehet;648;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;45-54;miehet;503;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;yli 54;miehet;334;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;alle 25;naiset;685;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;25-34;naiset;828;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;35-44;naiset;576;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;45-54;naiset;482;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;43;Koko Suomi;yli 54;naiset;326;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;alle 25;naiset;852;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;25-34;naiset;1074;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;35-44;naiset;689;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;45-54;naiset;507;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;43;Koko Suomi;yli 54;naiset;339;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;alle 25;kaikki;1589;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;25-34;kaikki;2054;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;35-44;kaikki;1320;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;45-54;kaikki;1097;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;yli 54;kaikki;756;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;alle 25;kaikki;2123;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;25-34;kaikki;2542;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;35-44;kaikki;1672;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;45-54;kaikki;1110;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;yli 54;kaikki;791;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;alle 25;miehet;850;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;25-34;miehet;1069;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;35-44;miehet;657;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;45-54;miehet;549;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;yli 54;miehet;360;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;alle 25;miehet;1043;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;25-34;miehet;1285;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;35-44;miehet;819;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;45-54;miehet;542;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;yli 54;miehet;395;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;alle 25;naiset;739;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;25-34;naiset;985;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;35-44;naiset;663;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;45-54;naiset;548;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;44;Koko Suomi;yli 54;naiset;396;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;alle 25;naiset;1080;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;25-34;naiset;1257;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;35-44;naiset;853;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;45-54;naiset;568;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;44;Koko Suomi;yli 54;naiset;396;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;alle 25;kaikki;1552;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;25-34;kaikki;1724;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;35-44;kaikki;1229;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;45-54;kaikki;1149;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;yli 54;kaikki;822;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;alle 25;kaikki;1849;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;25-34;kaikki;2211;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;35-44;kaikki;1515;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;45-54;kaikki;1206;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;yli 54;kaikki;813;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;alle 25;miehet;828;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;25-34;miehet;944;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;35-44;miehet;640;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;45-54;miehet;585;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;yli 54;miehet;402;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;alle 25;miehet;934;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;25-34;miehet;1144;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;35-44;miehet;717;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;45-54;miehet;568;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;yli 54;miehet;390;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;alle 25;naiset;724;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;25-34;naiset;780;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;35-44;naiset;589;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;45-54;naiset;564;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;45;Koko Suomi;yli 54;naiset;420;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;alle 25;naiset;915;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;25-34;naiset;1067;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;35-44;naiset;798;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;45-54;naiset;638;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;45;Koko Suomi;yli 54;naiset;423;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;alle 25;kaikki;1409;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;25-34;kaikki;1634;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;35-44;kaikki;1142;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;45-54;kaikki;890;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;yli 54;kaikki;590;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;alle 25;kaikki;1768;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;25-34;kaikki;2034;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;35-44;kaikki;1311;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;45-54;kaikki;892;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;yli 54;kaikki;627;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;alle 25;miehet;746;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;25-34;miehet;889;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;35-44;miehet;598;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;45-54;miehet;478;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;yli 54;miehet;317;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;alle 25;miehet;892;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;25-34;miehet;1044;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;35-44;miehet;599;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;45-54;miehet;442;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;yli 54;miehet;317;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;alle 25;naiset;663;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;25-34;naiset;745;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;35-44;naiset;544;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;45-54;naiset;412;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;46;Koko Suomi;yli 54;naiset;273;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;alle 25;naiset;876;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;25-34;naiset;990;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;35-44;naiset;712;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;45-54;naiset;450;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;46;Koko Suomi;yli 54;naiset;310;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;alle 25;kaikki;1408;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;25-34;kaikki;1783;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;35-44;kaikki;1086;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;45-54;kaikki;950;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;yli 54;kaikki;647;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;alle 25;kaikki;1705;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;25-34;kaikki;1850;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;35-44;kaikki;1147;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;45-54;kaikki;862;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;yli 54;kaikki;640;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;alle 25;miehet;796;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;25-34;miehet;984;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;35-44;miehet;562;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;45-54;miehet;516;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;yli 54;miehet;343;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;alle 25;miehet;930;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;25-34;miehet;971;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;35-44;miehet;580;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;45-54;miehet;436;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;yli 54;miehet;314;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;alle 25;naiset;612;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;25-34;naiset;799;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;35-44;naiset;524;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;45-54;naiset;434;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;47;Koko Suomi;yli 54;naiset;304;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;alle 25;naiset;775;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;25-34;naiset;879;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;35-44;naiset;567;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;45-54;naiset;426;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;47;Koko Suomi;yli 54;naiset;326;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;alle 25;kaikki;1583;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;25-34;kaikki;1895;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;35-44;kaikki;1246;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;45-54;kaikki;1024;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;yli 54;kaikki;615;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;alle 25;kaikki;1686;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;25-34;kaikki;1889;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;35-44;kaikki;1141;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;45-54;kaikki;819;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;yli 54;kaikki;552;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;alle 25;miehet;896;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;25-34;miehet;1027;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;35-44;miehet;624;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;45-54;miehet;534;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;yli 54;miehet;318;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;alle 25;miehet;878;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;25-34;miehet;986;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;35-44;miehet;573;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;45-54;miehet;421;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;yli 54;miehet;275;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;alle 25;naiset;687;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;25-34;naiset;868;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;35-44;naiset;622;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;45-54;naiset;490;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;48;Koko Suomi;yli 54;naiset;297;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;alle 25;naiset;808;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;25-34;naiset;903;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;35-44;naiset;568;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;45-54;naiset;398;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;48;Koko Suomi;yli 54;naiset;277;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;alle 25;kaikki;1468;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;25-34;kaikki;2041;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;35-44;kaikki;1499;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;45-54;kaikki;1334;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;yli 54;kaikki;948;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;alle 25;kaikki;1933;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;25-34;kaikki;2487;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;35-44;kaikki;1680;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;45-54;kaikki;1268;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;yli 54;kaikki;896;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;alle 25;miehet;823;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;25-34;miehet;1098;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;35-44;miehet;782;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;45-54;miehet;700;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;yli 54;miehet;438;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;alle 25;miehet;984;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;25-34;miehet;1254;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;35-44;miehet;778;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;45-54;miehet;594;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;yli 54;miehet;410;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;alle 25;naiset;645;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;25-34;naiset;943;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;35-44;naiset;717;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;45-54;naiset;634;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;49;Koko Suomi;yli 54;naiset;510;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;alle 25;naiset;949;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;25-34;naiset;1233;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;35-44;naiset;902;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;45-54;naiset;674;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;49;Koko Suomi;yli 54;naiset;486;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;alle 25;kaikki;1660;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;25-34;kaikki;2089;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;35-44;kaikki;1443;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;45-54;kaikki;1247;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;yli 54;kaikki;920;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;alle 25;kaikki;1793;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;25-34;kaikki;2087;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;35-44;kaikki;1307;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;45-54;kaikki;1034;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;yli 54;kaikki;719;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;alle 25;miehet;925;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;25-34;miehet;1130;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;35-44;miehet;695;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;45-54;miehet;630;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;yli 54;miehet;443;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;alle 25;miehet;870;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;25-34;miehet;1076;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;35-44;miehet;615;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;45-54;miehet;519;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;yli 54;miehet;348;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;alle 25;naiset;735;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;25-34;naiset;959;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;35-44;naiset;748;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;45-54;naiset;617;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;50;Koko Suomi;yli 54;naiset;477;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;alle 25;naiset;923;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;25-34;naiset;1011;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;35-44;naiset;692;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;45-54;naiset;515;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;50;Koko Suomi;yli 54;naiset;371;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;51;Koko Suomi;alle 25;kaikki;2564;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;51;Koko Suomi;25-34;kaikki;3420;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;51;Koko Suomi;35-44;kaikki;2535;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;51;Koko Suomi;45-54;kaikki;2010;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;51;Koko Suomi;yli 54;kaikki;1411;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;51;Koko Suomi;alle 25;kaikki;2114;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;51;Koko Suomi;25-34;kaikki;2011;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;51;Koko Suomi;35-44;kaikki;1326;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;51;Koko Suomi;45-54;kaikki;988;2021/03/02 12:03:58
Työttömyysturva;2020;viikko;51;Koko Suomi;yli 54;kaikki;714;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;51;Koko Suomi;alle 25;miehet;1458;2021/03/02 12:03:58
Työttömyysturva;2019;viikko;51;Koko Suomi;25-34;miehet;1740;2021/03/02 12:03:58
