etuus;vuosi;aikatyyppi;viikko;alue;ikaluokka;sukupuoli;saapuneet_hakemukset;updated
Yleinen asumistuki;2019;viikko;11;Pohjois-Pohjanmaa;kaikki;kaikki;961;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;11;Pohjois-Savo;kaikki;kaikki;602;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;11;Päijät-Häme;kaikki;kaikki;440;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;11;Satakunta;kaikki;kaikki;351;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;11;Uusimaa;kaikki;kaikki;4347;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;11;Varsinais-Suomi;kaikki;kaikki;1035;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Etelä-Karjala;kaikki;kaikki;267;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Etelä-Pohjanmaa;kaikki;kaikki;285;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Etelä-Savo;kaikki;kaikki;222;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Kainuu;kaikki;kaikki;115;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Kanta-Häme;kaikki;kaikki;309;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Keski-Pohjanmaa;kaikki;kaikki;92;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Keski-Suomi;kaikki;kaikki;665;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Kymenlaakso;kaikki;kaikki;305;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Lappi;kaikki;kaikki;350;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Pirkanmaa;kaikki;kaikki;1325;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Pohjanmaa;kaikki;kaikki;264;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Pohjois-Karjala;kaikki;kaikki;412;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Pohjois-Pohjanmaa;kaikki;kaikki;847;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Pohjois-Savo;kaikki;kaikki;559;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Päijät-Häme;kaikki;kaikki;481;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Satakunta;kaikki;kaikki;396;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Uusimaa;kaikki;kaikki;4479;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;11;Varsinais-Suomi;kaikki;kaikki;1155;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Etelä-Karjala;kaikki;kaikki;237;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Etelä-Pohjanmaa;kaikki;kaikki;230;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Etelä-Savo;kaikki;kaikki;173;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Kainuu;kaikki;kaikki;103;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Kanta-Häme;kaikki;kaikki;266;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Keski-Pohjanmaa;kaikki;kaikki;71;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Keski-Suomi;kaikki;kaikki;610;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Kymenlaakso;kaikki;kaikki;243;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Lappi;kaikki;kaikki;326;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Pirkanmaa;kaikki;kaikki;1121;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Pohjanmaa;kaikki;kaikki;239;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Pohjois-Karjala;kaikki;kaikki;295;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Pohjois-Pohjanmaa;kaikki;kaikki;766;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Pohjois-Savo;kaikki;kaikki;454;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Päijät-Häme;kaikki;kaikki;369;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Satakunta;kaikki;kaikki;317;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Uusimaa;kaikki;kaikki;4027;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;11;Varsinais-Suomi;kaikki;kaikki;912;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Etelä-Karjala;kaikki;kaikki;185;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Etelä-Pohjanmaa;kaikki;kaikki;202;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Etelä-Savo;kaikki;kaikki;151;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Kainuu;kaikki;kaikki;92;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Kanta-Häme;kaikki;kaikki;219;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Keski-Pohjanmaa;kaikki;kaikki;67;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Keski-Suomi;kaikki;kaikki;490;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Kymenlaakso;kaikki;kaikki;213;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Lappi;kaikki;kaikki;229;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Pirkanmaa;kaikki;kaikki;873;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Pohjanmaa;kaikki;kaikki;190;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Pohjois-Karjala;kaikki;kaikki;231;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Pohjois-Pohjanmaa;kaikki;kaikki;640;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Pohjois-Savo;kaikki;kaikki;357;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Päijät-Häme;kaikki;kaikki;311;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Satakunta;kaikki;kaikki;246;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Uusimaa;kaikki;kaikki;3083;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;12;Varsinais-Suomi;kaikki;kaikki;707;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Etelä-Karjala;kaikki;kaikki;201;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Etelä-Pohjanmaa;kaikki;kaikki;228;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Etelä-Savo;kaikki;kaikki;225;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Kainuu;kaikki;kaikki;89;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Kanta-Häme;kaikki;kaikki;230;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Keski-Pohjanmaa;kaikki;kaikki;102;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Keski-Suomi;kaikki;kaikki;587;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Kymenlaakso;kaikki;kaikki;245;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Lappi;kaikki;kaikki;296;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Pirkanmaa;kaikki;kaikki;1085;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Pohjanmaa;kaikki;kaikki;182;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Pohjois-Karjala;kaikki;kaikki;290;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Pohjois-Pohjanmaa;kaikki;kaikki;730;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Pohjois-Savo;kaikki;kaikki;415;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Päijät-Häme;kaikki;kaikki;402;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Satakunta;kaikki;kaikki;279;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Uusimaa;kaikki;kaikki;4685;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;12;Varsinais-Suomi;kaikki;kaikki;919;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Etelä-Karjala;kaikki;kaikki;213;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Etelä-Pohjanmaa;kaikki;kaikki;229;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Etelä-Savo;kaikki;kaikki;176;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Kainuu;kaikki;kaikki;92;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Kanta-Häme;kaikki;kaikki;252;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Keski-Pohjanmaa;kaikki;kaikki;77;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Keski-Suomi;kaikki;kaikki;508;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Kymenlaakso;kaikki;kaikki;229;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Lappi;kaikki;kaikki;275;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Pirkanmaa;kaikki;kaikki;1068;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Pohjanmaa;kaikki;kaikki;199;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Pohjois-Karjala;kaikki;kaikki;272;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Pohjois-Pohjanmaa;kaikki;kaikki;686;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Pohjois-Savo;kaikki;kaikki;405;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Päijät-Häme;kaikki;kaikki;344;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Satakunta;kaikki;kaikki;261;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Uusimaa;kaikki;kaikki;3600;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;12;Varsinais-Suomi;kaikki;kaikki;833;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Etelä-Karjala;kaikki;kaikki;185;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Etelä-Pohjanmaa;kaikki;kaikki;210;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Etelä-Savo;kaikki;kaikki;186;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Kainuu;kaikki;kaikki;109;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Kanta-Häme;kaikki;kaikki;237;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Keski-Pohjanmaa;kaikki;kaikki;59;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Keski-Suomi;kaikki;kaikki;488;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Kymenlaakso;kaikki;kaikki;221;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Lappi;kaikki;kaikki;241;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Pirkanmaa;kaikki;kaikki;952;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Pohjanmaa;kaikki;kaikki;199;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Pohjois-Karjala;kaikki;kaikki;289;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Pohjois-Pohjanmaa;kaikki;kaikki;673;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Pohjois-Savo;kaikki;kaikki;428;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Päijät-Häme;kaikki;kaikki;280;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Satakunta;kaikki;kaikki;275;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Uusimaa;kaikki;kaikki;3314;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;13;Varsinais-Suomi;kaikki;kaikki;779;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Etelä-Karjala;kaikki;kaikki;227;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Etelä-Pohjanmaa;kaikki;kaikki;291;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Etelä-Savo;kaikki;kaikki;201;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Kainuu;kaikki;kaikki;113;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Kanta-Häme;kaikki;kaikki;291;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Keski-Pohjanmaa;kaikki;kaikki;92;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Keski-Suomi;kaikki;kaikki;654;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Kymenlaakso;kaikki;kaikki;254;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Lappi;kaikki;kaikki;322;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Pirkanmaa;kaikki;kaikki;1464;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Pohjanmaa;kaikki;kaikki;251;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Pohjois-Karjala;kaikki;kaikki;324;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Pohjois-Pohjanmaa;kaikki;kaikki;868;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Pohjois-Savo;kaikki;kaikki;544;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Päijät-Häme;kaikki;kaikki;437;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Satakunta;kaikki;kaikki;321;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Uusimaa;kaikki;kaikki;5653;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;13;Varsinais-Suomi;kaikki;kaikki;1170;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Etelä-Karjala;kaikki;kaikki;283;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Etelä-Pohjanmaa;kaikki;kaikki;277;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Etelä-Savo;kaikki;kaikki;203;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Kainuu;kaikki;kaikki;118;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Kanta-Häme;kaikki;kaikki;322;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Keski-Pohjanmaa;kaikki;kaikki;112;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Keski-Suomi;kaikki;kaikki;777;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Kymenlaakso;kaikki;kaikki;292;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Lappi;kaikki;kaikki;344;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Pirkanmaa;kaikki;kaikki;1335;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Pohjanmaa;kaikki;kaikki;276;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Pohjois-Karjala;kaikki;kaikki;355;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Pohjois-Pohjanmaa;kaikki;kaikki;911;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Pohjois-Savo;kaikki;kaikki;523;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Päijät-Häme;kaikki;kaikki;447;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Satakunta;kaikki;kaikki;325;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Uusimaa;kaikki;kaikki;4740;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;13;Varsinais-Suomi;kaikki;kaikki;1071;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Etelä-Karjala;kaikki;kaikki;298;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Etelä-Pohjanmaa;kaikki;kaikki;293;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Etelä-Savo;kaikki;kaikki;258;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Kainuu;kaikki;kaikki;133;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Kanta-Häme;kaikki;kaikki;370;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Keski-Pohjanmaa;kaikki;kaikki;102;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Keski-Suomi;kaikki;kaikki;761;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Kymenlaakso;kaikki;kaikki;342;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Lappi;kaikki;kaikki;354;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Pirkanmaa;kaikki;kaikki;1356;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Pohjanmaa;kaikki;kaikki;270;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Pohjois-Karjala;kaikki;kaikki;424;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Pohjois-Pohjanmaa;kaikki;kaikki;886;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Pohjois-Savo;kaikki;kaikki;547;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Päijät-Häme;kaikki;kaikki;500;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Satakunta;kaikki;kaikki;394;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Uusimaa;kaikki;kaikki;4359;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;14;Varsinais-Suomi;kaikki;kaikki;1119;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Etelä-Karjala;kaikki;kaikki;368;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Etelä-Pohjanmaa;kaikki;kaikki;428;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Etelä-Savo;kaikki;kaikki;343;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Kainuu;kaikki;kaikki;187;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Kanta-Häme;kaikki;kaikki;513;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Keski-Pohjanmaa;kaikki;kaikki;129;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Keski-Suomi;kaikki;kaikki;1072;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Kymenlaakso;kaikki;kaikki;454;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Lappi;kaikki;kaikki;576;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Pirkanmaa;kaikki;kaikki;2074;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Pohjanmaa;kaikki;kaikki;425;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Pohjois-Karjala;kaikki;kaikki;604;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Pohjois-Pohjanmaa;kaikki;kaikki;1383;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Pohjois-Savo;kaikki;kaikki;827;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Päijät-Häme;kaikki;kaikki;743;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Satakunta;kaikki;kaikki;573;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Uusimaa;kaikki;kaikki;7924;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;14;Varsinais-Suomi;kaikki;kaikki;1761;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Etelä-Karjala;kaikki;kaikki;290;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Etelä-Pohjanmaa;kaikki;kaikki;272;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Etelä-Savo;kaikki;kaikki;261;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Kainuu;kaikki;kaikki;128;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Kanta-Häme;kaikki;kaikki;309;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Keski-Pohjanmaa;kaikki;kaikki;82;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Keski-Suomi;kaikki;kaikki;706;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Kymenlaakso;kaikki;kaikki;304;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Lappi;kaikki;kaikki;345;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Pirkanmaa;kaikki;kaikki;1311;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Pohjanmaa;kaikki;kaikki;270;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Pohjois-Karjala;kaikki;kaikki;418;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Pohjois-Pohjanmaa;kaikki;kaikki;856;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Pohjois-Savo;kaikki;kaikki;526;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Päijät-Häme;kaikki;kaikki;474;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Satakunta;kaikki;kaikki;376;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Uusimaa;kaikki;kaikki;4422;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;14;Varsinais-Suomi;kaikki;kaikki;1096;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Etelä-Karjala;kaikki;kaikki;244;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Etelä-Pohjanmaa;kaikki;kaikki;270;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Etelä-Savo;kaikki;kaikki;228;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Kainuu;kaikki;kaikki;119;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Kanta-Häme;kaikki;kaikki;268;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Keski-Pohjanmaa;kaikki;kaikki;91;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Keski-Suomi;kaikki;kaikki;617;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Kymenlaakso;kaikki;kaikki;302;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Lappi;kaikki;kaikki;327;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Pirkanmaa;kaikki;kaikki;1165;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Pohjanmaa;kaikki;kaikki;253;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Pohjois-Karjala;kaikki;kaikki;330;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Pohjois-Pohjanmaa;kaikki;kaikki;821;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Pohjois-Savo;kaikki;kaikki;507;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Päijät-Häme;kaikki;kaikki;440;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Satakunta;kaikki;kaikki;363;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Uusimaa;kaikki;kaikki;3987;2021/07/01 10:04:09
Yleinen asumistuki;2019;viikko;15;Varsinais-Suomi;kaikki;kaikki;971;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Etelä-Karjala;kaikki;kaikki;286;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Etelä-Pohjanmaa;kaikki;kaikki;265;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Etelä-Savo;kaikki;kaikki;231;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Kainuu;kaikki;kaikki;118;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Kanta-Häme;kaikki;kaikki;318;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Keski-Pohjanmaa;kaikki;kaikki;88;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Keski-Suomi;kaikki;kaikki;637;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Kymenlaakso;kaikki;kaikki;298;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Lappi;kaikki;kaikki;356;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Pirkanmaa;kaikki;kaikki;1289;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Pohjanmaa;kaikki;kaikki;257;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Pohjois-Karjala;kaikki;kaikki;322;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Pohjois-Pohjanmaa;kaikki;kaikki;915;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Pohjois-Savo;kaikki;kaikki;477;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Päijät-Häme;kaikki;kaikki;462;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Satakunta;kaikki;kaikki;387;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Uusimaa;kaikki;kaikki;5116;2021/07/01 10:04:09
Yleinen asumistuki;2020;viikko;15;Varsinais-Suomi;kaikki;kaikki;1177;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Etelä-Karjala;kaikki;kaikki;282;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Etelä-Pohjanmaa;kaikki;kaikki;268;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Etelä-Savo;kaikki;kaikki;199;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Kainuu;kaikki;kaikki;108;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Kanta-Häme;kaikki;kaikki;284;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Keski-Pohjanmaa;kaikki;kaikki;85;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Keski-Suomi;kaikki;kaikki;630;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Kymenlaakso;kaikki;kaikki;319;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Lappi;kaikki;kaikki;357;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Pirkanmaa;kaikki;kaikki;1308;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Pohjanmaa;kaikki;kaikki;283;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Pohjois-Karjala;kaikki;kaikki;406;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Pohjois-Pohjanmaa;kaikki;kaikki;905;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Pohjois-Savo;kaikki;kaikki;569;2021/07/01 10:04:09
Yleinen asumistuki;2021;viikko;15;Päijät-Häme;kaikki;kaikki;460;2021/07/01 10:04:09
