vuosi;viikko;matkojen_maara;matkojen_maara_kertyma;alue;aikatyyppi;pituus_keskiarvo;pituus_viikkosumma;pituus_viikkosumma_kertyma;asiakkaiden_maara;paiva;updated
2021;1;1647;1647;Etelä-Karjala;viikko;34,7293624772313;57199,260;57199,260;785;2021-01-04;2021/03/02 07:38:21
2021;2;2607;4254;Etelä-Karjala;viikko;34,7590794016110;90616,920;147816,180;1099;2021-01-11;2021/03/02 07:38:21
2021;3;2517;6771;Etelä-Karjala;viikko;40,0611164084227;100833,830;248650,010;1040;2021-01-18;2021/03/02 07:38:21
2020;1;1621;1621;Etelä-Karjala;viikko;34,2953608883405;55592,780;55592,780;713;2020-01-06;2021/03/02 07:38:21
2020;2;2452;4073;Etelä-Karjala;viikko;37,8044494290375;92696,510;148289,290;1005;2020-01-13;2021/03/02 07:38:21
2020;3;2372;6445;Etelä-Karjala;viikko;38,6754553119730;91738,180;240027,470;975;2020-01-20;2021/03/02 07:38:21
2020;4;2361;8806;Etelä-Karjala;viikko;37,3832698009318;88261,900;328289,370;978;2020-01-27;2021/03/02 07:38:21
2020;5;2432;11238;Etelä-Karjala;viikko;36,9358223684211;89827,920;418117,290;985;2020-02-03;2021/03/02 07:38:21
2020;6;2480;13718;Etelä-Karjala;viikko;37,6308387096774;93324,480;511441,770;997;2020-02-10;2021/03/02 07:38:21
2020;7;2589;16307;Etelä-Karjala;viikko;33,7589107763615;87401,820;598843,590;1037;2020-02-17;2021/03/02 07:38:21
2020;8;2256;18563;Etelä-Karjala;viikko;34,7288430851064;78348,270;677191,860;916;2020-02-24;2021/03/02 07:38:21
2020;9;2279;20842;Etelä-Karjala;viikko;37,2585958753839;84912,340;762104,200;884;2020-03-02;2021/03/02 07:38:21
2020;10;2353;23195;Etelä-Karjala;viikko;37,2491372715682;87647,220;849751,420;932;2020-03-09;2021/03/02 07:38:21
2020;11;2325;25520;Etelä-Karjala;viikko;38,3168731182796;89086,730;938838,150;902;2020-03-16;2021/03/02 07:38:21
2020;12;1491;27011;Etelä-Karjala;viikko;39,3360563380282;58650,060;997488,210;611;2020-03-23;2021/03/02 07:38:21
2020;13;1349;28360;Etelä-Karjala;viikko;34,4622016308377;46489,510;1043977,720;537;2020-03-30;2021/03/02 07:38:21
2020;14;1516;29876;Etelä-Karjala;viikko;36,8310554089710;55835,880;1099813,600;592;2020-04-06;2021/03/02 07:38:21
2020;15;1190;31066;Etelä-Karjala;viikko;35,1086302521008;41779,270;1141592,870;492;2020-04-13;2021/03/02 07:38:21
2020;16;1583;32649;Etelä-Karjala;viikko;41,7236765634870;66048,580;1207641,450;644;2020-04-20;2021/03/02 07:38:21
2020;17;1569;34218;Etelä-Karjala;viikko;41,8915742511154;65727,880;1273369,330;624;2020-04-27;2021/03/02 07:38:21
2020;18;1575;35793;Etelä-Karjala;viikko;39,0313142857143;61474,320;1334843,650;658;2020-05-04;2021/03/02 07:38:21
2020;19;1785;37578;Etelä-Karjala;viikko;36,5952212885154;65322,470;1400166,120;716;2020-05-11;2021/03/02 07:38:21
2020;20;1845;39423;Etelä-Karjala;viikko;40,0125474254743;73823,150;1473989,270;753;2020-05-18;2021/03/02 07:38:21
2020;21;1592;41015;Etelä-Karjala;viikko;36,5472864321608;58183,280;1532172,550;658;2020-05-25;2021/03/02 07:38:21
2020;22;1867;42882;Etelä-Karjala;viikko;39,0968612747724;72993,840;1605166,390;767;2020-06-01;2021/03/02 07:38:21
2020;23;2082;44964;Etelä-Karjala;viikko;33,7718251681076;70312,940;1675479,330;825;2020-06-08;2021/03/02 07:38:21
2020;24;2107;47071;Etelä-Karjala;viikko;36,9680493592786;77891,680;1753371,010;830;2020-06-15;2021/03/02 07:38:21
2020;25;1884;48955;Etelä-Karjala;viikko;37,0248142250531;69754,750;1823125,760;782;2020-06-22;2021/03/02 07:38:21
2020;26;2026;50981;Etelä-Karjala;viikko;33,6060809476802;68085,920;1891211,680;827;2020-06-29;2021/03/02 07:38:21
2020;27;1979;52960;Etelä-Karjala;viikko;33,3090348660940;65918,580;1957130,260;767;2020-07-06;2021/03/02 07:38:21
2020;28;1953;54913;Etelä-Karjala;viikko;31,6903072196621;61891,170;2019021,430;795;2020-07-13;2021/03/02 07:38:21
2020;29;1837;56750;Etelä-Karjala;viikko;31,6393467610234;58121,480;2077142,910;742;2020-07-20;2021/03/02 07:38:21
2020;30;1843;58593;Etelä-Karjala;viikko;31,6123819858926;58261,620;2135404,530;754;2020-07-27;2021/03/02 07:38:21
2020;31;1928;60521;Etelä-Karjala;viikko;32,7816026970954;63202,930;2198607,460;763;2020-08-03;2021/03/02 07:38:21
2020;32;2163;62684;Etelä-Karjala;viikko;37,0862135922330;80217,480;2278824,940;892;2020-08-10;2021/03/02 07:38:21
2020;33;2313;64997;Etelä-Karjala;viikko;32,9007047124946;76099,330;2354924,270;881;2020-08-17;2021/03/02 07:38:21
2020;34;2257;67254;Etelä-Karjala;viikko;33,6475808595481;75942,590;2430866,860;915;2020-08-24;2021/03/02 07:38:21
2020;35;2275;69529;Etelä-Karjala;viikko;34,5820351648352;78674,130;2509540,990;907;2020-08-31;2021/03/02 07:38:21
2020;36;2449;71978;Etelä-Karjala;viikko;30,7689424254798;75353,140;2584894,130;968;2020-09-07;2021/03/02 07:38:21
2020;37;2522;74500;Etelä-Karjala;viikko;34,0942109436955;85985,600;2670879,730;995;2020-09-14;2021/03/02 07:38:21
2020;38;2627;77127;Etelä-Karjala;viikko;34,4330224590788;90455,550;2761335,280;1009;2020-09-21;2021/03/02 07:38:21
2020;39;2490;79617;Etelä-Karjala;viikko;35,5261164658635;88460,030;2849795,310;924;2020-09-28;2021/03/02 07:38:21
2020;40;2535;82152;Etelä-Karjala;viikko;32,7521301775148;83026,650;2932821,960;1034;2020-10-05;2021/03/02 07:38:21
2020;41;2533;84685;Etelä-Karjala;viikko;34,4632293722858;87295,360;3020117,320;999;2020-10-12;2021/03/02 07:38:21
2020;42;2508;87193;Etelä-Karjala;viikko;36,1157216905901;90578,230;3110695,550;968;2020-10-19;2021/03/02 07:38:21
2020;43;2490;89683;Etelä-Karjala;viikko;35,3472891566265;88014,750;3198710,300;983;2020-10-26;2021/03/02 07:38:21
2020;44;2601;92284;Etelä-Karjala;viikko;36,0517993079585;93770,730;3292481,030;1050;2020-11-02;2021/03/02 07:38:21
2020;45;2488;94772;Etelä-Karjala;viikko;30,4112781350482;75663,260;3368144,290;978;2020-11-09;2021/03/02 07:38:21
2020;46;2613;97385;Etelä-Karjala;viikko;36,1940413318025;94575,030;3462719,320;1039;2020-11-16;2021/03/02 07:38:21
2020;47;2570;99955;Etelä-Karjala;viikko;32,4555136186770;83410,670;3546129,990;1038;2020-11-23;2021/03/02 07:38:21
2020;48;2542;102497;Etelä-Karjala;viikko;33,3215578284815;84703,400;3630833,390;1009;2020-11-30;2021/03/02 07:38:21
2020;49;2611;105108;Etelä-Karjala;viikko;33,8591650708541;88406,280;3719239,670;1059;2020-12-07;2021/03/02 07:38:21
2020;50;2721;107829;Etelä-Karjala;viikko;40,4766923925028;110137,080;3829376,750;1065;2020-12-14;2021/03/02 07:38:21
2020;51;2495;110324;Etelä-Karjala;viikko;33,0786372745491;82531,200;3911907,950;989;2020-12-21;2021/03/02 07:38:21
2020;52;1573;111897;Etelä-Karjala;viikko;32,0568340750159;50425,400;3962333,350;653;2020-12-28;2021/03/02 07:38:21
2019;1;1793;1793;Etelä-Karjala;viikko;32,0836307863915;57525,950;57525,950;851;2019-01-07;2021/03/02 07:38:21
2019;2;2070;3863;Etelä-Karjala;viikko;32,7929468599034;67881,400;125407,350;940;2019-01-14;2021/03/02 07:38:21
2019;3;2069;5932;Etelä-Karjala;viikko;32,7089173513775;67674,750;193082,100;937;2019-01-21;2021/03/02 07:38:21
2019;4;2161;8093;Etelä-Karjala;viikko;30,8989912077742;66772,720;259854,820;976;2019-01-28;2021/03/02 07:38:21
2019;5;2129;10222;Etelä-Karjala;viikko;34,3267872240489;73081,730;332936,550;965;2019-02-04;2021/03/02 07:38:21
2019;6;2261;12483;Etelä-Karjala;viikko;31,3014153029633;70772,500;403709,050;1014;2019-02-11;2021/03/02 07:38:21
2019;7;2233;14716;Etelä-Karjala;viikko;30,1452933273623;67314,440;471023,490;963;2019-02-18;2021/03/02 07:38:21
2019;8;2193;16909;Etelä-Karjala;viikko;27,6044414044688;60536,540;531560,030;977;2019-02-25;2021/03/02 07:38:21
2019;9;2027;18936;Etelä-Karjala;viikko;30,5827479033054;61991,230;593551,260;909;2019-03-04;2021/03/02 07:38:21
2019;10;2205;21141;Etelä-Karjala;viikko;29,7854829931973;65676,990;659228,250;968;2019-03-11;2021/03/02 07:38:21
2019;11;2318;23459;Etelä-Karjala;viikko;30,8707463330457;71558,390;730786,640;994;2019-03-18;2021/03/02 07:38:21
2019;12;2120;25579;Etelä-Karjala;viikko;29,3327688679245;62185,470;792972,110;950;2019-03-25;2021/03/02 07:38:21
2019;13;2112;27691;Etelä-Karjala;viikko;30,7291761363636;64900,020;857872,130;909;2019-04-01;2021/03/02 07:38:21
2019;14;2139;29830;Etelä-Karjala;viikko;31,9068256194483;68248,700;926120,830;912;2019-04-08;2021/03/02 07:38:21
2019;15;2178;32008;Etelä-Karjala;viikko;30,2863682277319;65963,710;992084,540;952;2019-04-15;2021/03/02 07:38:21
2019;16;1570;33578;Etelä-Karjala;viikko;28,6508280254777;44981,800;1037066,340;726;2019-04-22;2021/03/02 07:38:21
2019;17;2253;35831;Etelä-Karjala;viikko;30,9677585441633;69770,360;1106836,700;961;2019-04-29;2021/03/02 07:38:21
2019;18;1871;37702;Etelä-Karjala;viikko;31,7483591662213;59401,180;1166237,880;822;2019-05-06;2021/03/02 07:38:21
2019;19;2181;39883;Etelä-Karjala;viikko;29,9991242549289;65428,090;1231665,970;918;2019-05-13;2021/03/02 07:38:21
2019;20;2367;42250;Etelä-Karjala;viikko;33,1373975496409;78436,220;1310102,190;894;2019-05-20;2021/03/02 07:38:21
2019;21;2499;44749;Etelä-Karjala;viikko;32,1928531412565;80449,940;1390552,130;939;2019-05-27;2021/03/02 07:38:21
2019;22;2318;47067;Etelä-Karjala;viikko;31,8810051768766;73900,170;1464452,300;854;2019-06-03;2021/03/02 07:38:21
2019;23;2468;49535;Etelä-Karjala;viikko;33,9326418152350;83745,760;1548198,060;958;2019-06-10;2021/03/02 07:38:21
2019;24;2559;52094;Etelä-Karjala;viikko;32,6507307542009;83553,220;1631751,280;940;2019-06-17;2021/03/02 07:38:21
2019;25;2081;54175;Etelä-Karjala;viikko;35,3470398846708;73557,190;1705308,470;838;2019-06-24;2021/03/02 07:38:21
2019;26;2391;56566;Etelä-Karjala;viikko;36,0071643663739;86093,130;1791401,600;898;2019-07-01;2021/03/02 07:38:21
2019;27;2120;58686;Etelä-Karjala;viikko;33,0560188679245;70078,760;1861480,360;826;2019-07-08;2021/03/02 07:38:21
2019;28;2028;60714;Etelä-Karjala;viikko;30,2409270216963;61328,600;1922808,960;768;2019-07-15;2021/03/02 07:38:21
2019;29;1996;62710;Etelä-Karjala;viikko;30,4200200400802;60718,360;1983527,320;758;2019-07-22;2021/03/02 07:38:21
2019;30;1979;64689;Etelä-Karjala;viikko;31,2990955027792;61940,910;2045468,230;784;2019-07-29;2021/03/02 07:38:21
2019;31;2217;66906;Etelä-Karjala;viikko;29,0914253495715;64495,690;2109963,920;857;2019-08-05;2021/03/02 07:38:21
2019;32;2314;69220;Etelä-Karjala;viikko;30,4435436473639;70446,360;2180410,280;871;2019-08-12;2021/03/02 07:38:21
2019;33;2556;71776;Etelä-Karjala;viikko;35,0566979655712;89604,920;2270015,200;973;2019-08-19;2021/03/02 07:38:21
2019;34;2430;74206;Etelä-Karjala;viikko;33,9606255144033;82524,320;2352539,520;897;2019-08-26;2021/03/02 07:38:21
2019;35;2497;76703;Etelä-Karjala;viikko;35,1596075290348;87793,540;2440333,060;961;2019-09-02;2021/03/02 07:38:21
2019;36;2562;79265;Etelä-Karjala;viikko;34,2663739266198;87790,450;2528123,510;967;2019-09-09;2021/03/02 07:38:21
2019;37;2564;81829;Etelä-Karjala;viikko;33,2676365054602;85298,220;2613421,730;995;2019-09-16;2021/03/02 07:38:21
2019;38;2516;84345;Etelä-Karjala;viikko;32,0180206677266;80557,340;2693979,070;985;2019-09-23;2021/03/02 07:38:21
2019;39;2471;86816;Etelä-Karjala;viikko;37,4754957507082;92601,950;2786581,020;948;2019-09-30;2021/03/02 07:38:21
2019;40;2448;89264;Etelä-Karjala;viikko;34,5242606209150;84515,390;2871096,410;944;2019-10-07;2021/03/02 07:38:21
2019;41;2562;91826;Etelä-Karjala;viikko;33,3340202966432;85401,760;2956498,170;980;2019-10-14;2021/03/02 07:38:21
2019;42;2569;94395;Etelä-Karjala;viikko;34,3342000778513;88204,560;3044702,730;951;2019-10-21;2021/03/02 07:38:21
2019;43;2459;96854;Etelä-Karjala;viikko;36,1568889792599;88909,790;3133612,520;940;2019-10-28;2021/03/02 07:38:21
2019;44;2619;99473;Etelä-Karjala;viikko;34,0149866361207;89085,250;3222697,770;972;2019-11-04;2021/03/02 07:38:21
2019;45;2568;102041;Etelä-Karjala;viikko;34,1932087227414;87808,160;3310505,930;1007;2019-11-11;2021/03/02 07:38:21
2019;46;2394;104435;Etelä-Karjala;viikko;36,5244026733500;87439,420;3397945,350;919;2019-11-18;2021/03/02 07:38:21
2019;47;2485;106920;Etelä-Karjala;viikko;33,9049859154930;84253,890;3482199,240;939;2019-11-25;2021/03/02 07:38:21
2019;48;2780;109700;Etelä-Karjala;viikko;35,4274928057554;98488,430;3580687,670;1040;2019-12-02;2021/03/02 07:38:21
2019;49;2268;111968;Etelä-Karjala;viikko;35,0448368606702;79481,690;3660169,360;910;2019-12-09;2021/03/02 07:38:21
2019;50;2691;114659;Etelä-Karjala;viikko;35,4848680787811;95489,780;3755659,140;1044;2019-12-16;2021/03/02 07:38:21
2019;51;2461;117120;Etelä-Karjala;viikko;33,4890369768387;82416,520;3838075,660;954;2019-12-23;2021/03/02 07:38:21
2019;52;1259;118379;Etelä-Karjala;viikko;30,6970929308975;38647,640;3876723,300;516;2019-12-30;2021/03/02 07:38:21
2021;1;2556;2556;Etelä-Pohjanmaa;viikko;45,1111177621283;115304,017;115304,017;1059;2021-01-04;2021/03/02 07:38:21
2021;2;3748;6304;Etelä-Pohjanmaa;viikko;49,8737806830310;186926,930;302230,947;1553;2021-01-11;2021/03/02 07:38:21
2021;3;3827;10131;Etelä-Pohjanmaa;viikko;50,8102430101908;194450,800;496681,747;1547;2021-01-18;2021/03/02 07:38:21
2020;1;2396;2396;Etelä-Pohjanmaa;viikko;45,3639148580968;108691,940;108691,940;1011;2020-01-06;2021/03/02 07:38:21
2020;2;3726;6122;Etelä-Pohjanmaa;viikko;49,6543934514224;185012,270;293704,210;1440;2020-01-13;2021/03/02 07:38:21
2020;3;3880;10002;Etelä-Pohjanmaa;viikko;50,2873298969072;195114,840;488819,050;1475;2020-01-20;2021/03/02 07:38:21
2020;4;3988;13990;Etelä-Pohjanmaa;viikko;51,0529237713139;203599,060;692418,110;1509;2020-01-27;2021/03/02 07:38:21
2020;5;4000;17990;Etelä-Pohjanmaa;viikko;53,0315450000000;212126,180;904544,290;1492;2020-02-03;2021/03/02 07:38:21
2020;6;3760;21750;Etelä-Pohjanmaa;viikko;52,0448430851064;195688,610;1100232,900;1457;2020-02-10;2021/03/02 07:38:21
2020;7;3771;25521;Etelä-Pohjanmaa;viikko;51,3198647573588;193527,210;1293760,110;1486;2020-02-17;2021/03/02 07:38:21
2020;8;3458;28979;Etelä-Pohjanmaa;viikko;48,6136495083864;168106,000;1461866,110;1332;2020-02-24;2021/03/02 07:38:21
2020;9;3228;32207;Etelä-Pohjanmaa;viikko;47,1753376703841;152281,990;1614148,100;1260;2020-03-02;2021/03/02 07:38:21
2020;10;3884;36091;Etelä-Pohjanmaa;viikko;51,8446730175077;201364,710;1815512,810;1482;2020-03-09;2021/03/02 07:38:21
2020;11;3314;39405;Etelä-Pohjanmaa;viikko;50,1788835244418;166292,820;1981805,630;1272;2020-03-16;2021/03/02 07:38:21
2020;12;2219;41624;Etelä-Pohjanmaa;viikko;53,4303785488959;118562,010;2100367,640;886;2020-03-23;2021/03/02 07:38:21
2020;13;2108;43732;Etelä-Pohjanmaa;viikko;49,0550474383302;103408,040;2203775,680;817;2020-03-30;2021/03/02 07:38:21
2020;14;2338;46070;Etelä-Pohjanmaa;viikko;48,5117707442258;113420,520;2317196,200;886;2020-04-06;2021/03/02 07:38:21
2020;15;1729;47799;Etelä-Pohjanmaa;viikko;44,1475130133025;76331,050;2393527,250;682;2020-04-13;2021/03/02 07:38:21
2020;16;2310;50109;Etelä-Pohjanmaa;viikko;45,5015757575758;105108,640;2498635,890;839;2020-04-20;2021/03/02 07:38:21
2020;17;2273;52382;Etelä-Pohjanmaa;viikko;50,2622701275847;114246,140;2612882,030;833;2020-04-27;2021/03/02 07:38:21
2020;18;2195;54577;Etelä-Pohjanmaa;viikko;47,1424829157175;103477,750;2716359,780;805;2020-05-04;2021/03/02 07:38:21
2020;19;2678;57255;Etelä-Pohjanmaa;viikko;51,5549290515310;138064,100;2854423,880;974;2020-05-11;2021/03/02 07:38:21
2020;20;2722;59977;Etelä-Pohjanmaa;viikko;48,9581557678178;133264,100;2987687,980;1029;2020-05-18;2021/03/02 07:38:21
2020;21;2416;62393;Etelä-Pohjanmaa;viikko;46,9487706953642;113428,230;3101116,210;942;2020-05-25;2021/03/02 07:38:21
2020;22;2961;65354;Etelä-Pohjanmaa;viikko;47,2549138804458;139921,800;3241038,010;1132;2020-06-01;2021/03/02 07:38:21
2020;23;3078;68432;Etelä-Pohjanmaa;viikko;46,9552469135802;144528,250;3385566,260;1188;2020-06-08;2021/03/02 07:38:21
2020;24;3208;71640;Etelä-Pohjanmaa;viikko;48,2329021197007;154731,150;3540297,410;1214;2020-06-15;2021/03/02 07:38:21
2020;25;2713;74353;Etelä-Pohjanmaa;viikko;49,3032215259860;133759,640;3674057,050;1077;2020-06-22;2021/03/02 07:38:21
2020;26;3140;77493;Etelä-Pohjanmaa;viikko;46,2997611464968;145381,250;3819438,300;1161;2020-06-29;2021/03/02 07:38:21
2020;27;2811;80304;Etelä-Pohjanmaa;viikko;46,9537922447528;131987,110;3951425,410;1089;2020-07-06;2021/03/02 07:38:21
2020;28;2597;82901;Etelä-Pohjanmaa;viikko;43,0696881016558;111851,980;4063277,390;970;2020-07-13;2021/03/02 07:38:21
2020;29;2686;85587;Etelä-Pohjanmaa;viikko;42,3847728965004;113845,500;4177122,890;1042;2020-07-20;2021/03/02 07:38:21
2020;30;2792;88379;Etelä-Pohjanmaa;viikko;44,1705265042980;123324,110;4300447,000;1046;2020-07-27;2021/03/02 07:38:21
2020;31;2835;91214;Etelä-Pohjanmaa;viikko;42,8314250440917;121427,090;4421874,090;1085;2020-08-03;2021/03/02 07:38:21
2020;32;3187;94401;Etelä-Pohjanmaa;viikko;47,2254659554440;150507,560;4572381,650;1192;2020-08-10;2021/03/02 07:38:21
2020;33;3305;97706;Etelä-Pohjanmaa;viikko;47,6373282904690;157441,370;4729823,020;1240;2020-08-17;2021/03/02 07:38:21
2020;34;3789;101495;Etelä-Pohjanmaa;viikko;47,6677962523093;180613,280;4910436,300;1459;2020-08-24;2021/03/02 07:38:21
2020;35;3600;105095;Etelä-Pohjanmaa;viikko;46,8954472222222;168823,610;5079259,910;1418;2020-08-31;2021/03/02 07:38:21
2020;36;3772;108867;Etelä-Pohjanmaa;viikko;49,1829851537646;185518,220;5264778,130;1469;2020-09-07;2021/03/02 07:38:21
2020;37;3733;112600;Etelä-Pohjanmaa;viikko;46,6618617733726;174188,730;5438966,860;1406;2020-09-14;2021/03/02 07:38:21
2020;38;3941;116541;Etelä-Pohjanmaa;viikko;44,9758741436184;177249,920;5616216,780;1477;2020-09-21;2021/03/02 07:38:21
2020;39;3842;120383;Etelä-Pohjanmaa;viikko;46,4444794377928;178439,690;5794656,470;1455;2020-09-28;2021/03/02 07:38:21
2020;40;3624;124007;Etelä-Pohjanmaa;viikko;45,7530435982340;165809,030;5960465,500;1413;2020-10-05;2021/03/02 07:38:21
2020;41;3654;127661;Etelä-Pohjanmaa;viikko;47,5503831417625;173749,100;6134214,600;1363;2020-10-12;2021/03/02 07:38:21
2020;42;3613;131274;Etelä-Pohjanmaa;viikko;49,1345391641295;177523,090;6311737,690;1390;2020-10-19;2021/03/02 07:38:21
2020;43;3990;135264;Etelä-Pohjanmaa;viikko;46,2799072681704;184656,830;6496394,520;1475;2020-10-26;2021/03/02 07:38:21
2020;44;3928;139192;Etelä-Pohjanmaa;viikko;46,9988543788187;184611,500;6681006,020;1472;2020-11-02;2021/03/02 07:38:21
2020;45;3967;143159;Etelä-Pohjanmaa;viikko;46,0640559616839;182736,110;6863742,130;1451;2020-11-09;2021/03/02 07:38:21
2020;46;3998;147157;Etelä-Pohjanmaa;viikko;47,6543046523262;190521,910;7054264,040;1473;2020-11-16;2021/03/02 07:38:21
2020;47;4097;151254;Etelä-Pohjanmaa;viikko;48,4213229192092;198382,160;7252646,200;1568;2020-11-23;2021/03/02 07:38:21
2020;48;3966;155220;Etelä-Pohjanmaa;viikko;49,1751538073626;195028,660;7447674,860;1485;2020-11-30;2021/03/02 07:38:21
2020;49;4154;159374;Etelä-Pohjanmaa;viikko;47,3268223399133;196595,620;7644270,480;1517;2020-12-07;2021/03/02 07:38:21
2020;50;4084;163458;Etelä-Pohjanmaa;viikko;48,1913050930460;196813,290;7841083,770;1556;2020-12-14;2021/03/02 07:38:21
2020;51;3908;167366;Etelä-Pohjanmaa;viikko;47,5390015353122;185782,418;8026866,188;1441;2020-12-21;2021/03/02 07:38:21
2020;52;2247;169613;Etelä-Pohjanmaa;viikko;46,6093115264798;104731,123;8131597,311;867;2020-12-28;2021/03/02 07:38:21
2019;1;2749;2749;Etelä-Pohjanmaa;viikko;50,6300836667879;139182,100;139182,100;1158;2019-01-07;2021/03/02 07:38:21
2019;2;3663;6412;Etelä-Pohjanmaa;viikko;49,0539448539449;179684,600;318866,700;1474;2019-01-14;2021/03/02 07:38:21
2019;3;3861;10273;Etelä-Pohjanmaa;viikko;50,9176379176379;196593,000;515459,700;1476;2019-01-21;2021/03/02 07:38:21
2019;4;3814;14087;Etelä-Pohjanmaa;viikko;50,8713424226534;194023,300;709483,000;1448;2019-01-28;2021/03/02 07:38:21
2019;5;4190;18277;Etelä-Pohjanmaa;viikko;49,4603341288783;207238,800;916721,800;1573;2019-02-04;2021/03/02 07:38:21
2019;6;4081;22358;Etelä-Pohjanmaa;viikko;49,5741484930164;202312,100;1119033,900;1495;2019-02-11;2021/03/02 07:38:21
2019;7;3914;26272;Etelä-Pohjanmaa;viikko;49,9146653040368;195366,000;1314399,900;1466;2019-02-18;2021/03/02 07:38:21
2019;8;3757;30029;Etelä-Pohjanmaa;viikko;49,0684056428001;184350,000;1498749,900;1425;2019-02-25;2021/03/02 07:38:21
2019;9;3441;33470;Etelä-Pohjanmaa;viikko;50,3579773321709;173281,800;1672031,700;1263;2019-03-04;2021/03/02 07:38:21
2019;10;4143;37613;Etelä-Pohjanmaa;viikko;49,1073859522085;203451,900;1875483,600;1503;2019-03-11;2021/03/02 07:38:21
2019;11;3924;41537;Etelä-Pohjanmaa;viikko;51,1995922528033;200907,200;2076390,800;1427;2019-03-18;2021/03/02 07:38:21
2019;12;3862;45399;Etelä-Pohjanmaa;viikko;49,0625064733299;189479,400;2265870,200;1405;2019-03-25;2021/03/02 07:38:21
2019;13;3516;48915;Etelä-Pohjanmaa;viikko;50,0556029579067;175995,500;2441865,700;1367;2019-04-01;2021/03/02 07:38:21
2019;14;3702;52617;Etelä-Pohjanmaa;viikko;50,6054457050243;187341,360;2629207,060;1379;2019-04-08;2021/03/02 07:38:21
2019;15;3658;56275;Etelä-Pohjanmaa;viikko;50,0933296883543;183241,400;2812448,460;1388;2019-04-15;2021/03/02 07:38:21
2019;16;2594;58869;Etelä-Pohjanmaa;viikko;49,0835235158057;127322,660;2939771,120;987;2019-04-22;2021/03/02 07:38:21
2019;17;3742;62611;Etelä-Pohjanmaa;viikko;48,8894681988242;182944,390;3122715,510;1407;2019-04-29;2021/03/02 07:38:21
2019;18;3400;66011;Etelä-Pohjanmaa;viikko;48,0058117647059;163219,760;3285935,270;1251;2019-05-06;2021/03/02 07:38:21
2019;19;3804;69815;Etelä-Pohjanmaa;viikko;49,9496713985279;190008,550;3475943,820;1411;2019-05-13;2021/03/02 07:38:21
2019;20;4035;73850;Etelä-Pohjanmaa;viikko;49,8177125154895;201014,470;3676958,290;1409;2019-05-20;2021/03/02 07:38:21
2019;21;3963;77813;Etelä-Pohjanmaa;viikko;48,6588594499117;192835,060;3869793,350;1400;2019-05-27;2021/03/02 07:38:21
2019;22;3366;81179;Etelä-Pohjanmaa;viikko;49,6758199643494;167208,810;4037002,160;1182;2019-06-03;2021/03/02 07:38:21
2019;23;4079;85258;Etelä-Pohjanmaa;viikko;51,5487644030400;210267,410;4247269,570;1396;2019-06-10;2021/03/02 07:38:21
2019;24;3816;89074;Etelä-Pohjanmaa;viikko;51,9224266247379;198135,980;4445405,550;1379;2019-06-17;2021/03/02 07:38:21
2019;25;3044;92118;Etelä-Pohjanmaa;viikko;50,3985808147175;153413,280;4598818,830;1154;2019-06-24;2021/03/02 07:38:21
2019;26;3392;95510;Etelä-Pohjanmaa;viikko;50,4065241745283;170978,930;4769797,760;1198;2019-07-01;2021/03/02 07:38:21
2019;27;3055;98565;Etelä-Pohjanmaa;viikko;52,3052373158756;159792,500;4929590,260;1148;2019-07-08;2021/03/02 07:38:21
2019;28;2935;101500;Etelä-Pohjanmaa;viikko;49,1298466780239;144196,100;5073786,360;1075;2019-07-15;2021/03/02 07:38:21
2019;29;2685;104185;Etelä-Pohjanmaa;viikko;47,8777690875233;128551,810;5202338,170;998;2019-07-22;2021/03/02 07:38:21
2019;30;2842;107027;Etelä-Pohjanmaa;viikko;49,0865939479240;139504,100;5341842,270;1036;2019-07-29;2021/03/02 07:38:21
2019;31;3187;110214;Etelä-Pohjanmaa;viikko;49,2988672732978;157115,490;5498957,760;1147;2019-08-05;2021/03/02 07:38:21
2019;32;3326;113540;Etelä-Pohjanmaa;viikko;50,4684576067348;167858,090;5666815,850;1241;2019-08-12;2021/03/02 07:38:21
2019;33;3627;117167;Etelä-Pohjanmaa;viikko;49,0571601874828;177930,320;5844746,170;1359;2019-08-19;2021/03/02 07:38:21
2019;34;3546;120713;Etelä-Pohjanmaa;viikko;46,9787958262831;166586,810;6011332,980;1351;2019-08-26;2021/03/02 07:38:21
2019;35;3740;124453;Etelä-Pohjanmaa;viikko;47,7058796791444;178419,990;6189752,970;1453;2019-09-02;2021/03/02 07:38:21
2019;36;3806;128259;Etelä-Pohjanmaa;viikko;48,8541776142932;185939,000;6375691,970;1416;2019-09-09;2021/03/02 07:38:21
2019;37;3858;132117;Etelä-Pohjanmaa;viikko;51,9444142042509;200401,550;6576093,520;1483;2019-09-16;2021/03/02 07:38:21
2019;38;3826;135943;Etelä-Pohjanmaa;viikko;46,8549215891270;179266,930;6755360,450;1401;2019-09-23;2021/03/02 07:38:21
2019;39;3711;139654;Etelä-Pohjanmaa;viikko;48,7143330638642;180778,890;6936139,340;1394;2019-09-30;2021/03/02 07:38:21
2019;40;3790;143444;Etelä-Pohjanmaa;viikko;47,5924986807388;180375,570;7116514,910;1408;2019-10-07;2021/03/02 07:38:21
2019;41;3908;147352;Etelä-Pohjanmaa;viikko;50,6002558853634;197745,800;7314260,710;1443;2019-10-14;2021/03/02 07:38:21
