"etuus";"vuosi";"kuukausi";"paiva";"alue";"saajat_kaikki"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Pohjanmaa";"1305"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Pohjois-Karjala";"1584"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Pohjois-Pohjanmaa";"4190"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Pohjois-Savo";"2587"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Päijät-Häme";"1767"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Satakunta";"2000"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Uusimaa";"11102"
"Sairauspäiväraha";"2022";"7";"2022-07-01";"Varsinais-Suomi";"4312"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Etelä-Karjala";"1348"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Etelä-Pohjanmaa";"2253"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Etelä-Savo";"1461"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Kainuu";"984"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Kanta-Häme";"1935"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Keski-Pohjanmaa";"890"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Keski-Suomi";"2905"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Kymenlaakso";"2124"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Lappi";"2233"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Pirkanmaa";"6392"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Pohjanmaa";"1702"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Pohjois-Karjala";"1831"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Pohjois-Pohjanmaa";"5080"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Pohjois-Savo";"3142"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Päijät-Häme";"2213"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Satakunta";"2383"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Uusimaa";"13827"
"Sairauspäiväraha";"2022";"8";"2022-08-01";"Varsinais-Suomi";"5361"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Etelä-Karjala";"1260"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Etelä-Pohjanmaa";"2156"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Etelä-Savo";"1377"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Kainuu";"896"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Kanta-Häme";"1870"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Keski-Pohjanmaa";"785"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Keski-Suomi";"2812"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Kymenlaakso";"2048"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Lappi";"2176"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Pirkanmaa";"5638"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Pohjanmaa";"1578"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Pohjois-Karjala";"1684"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Pohjois-Pohjanmaa";"4926"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Pohjois-Savo";"3120"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Päijät-Häme";"2186"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Satakunta";"2449"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Uusimaa";"13500"
"Sairauspäiväraha";"2022";"9";"2022-09-01";"Varsinais-Suomi";"5266"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Etelä-Karjala";"1255"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Etelä-Pohjanmaa";"2119"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Etelä-Savo";"1354"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Kainuu";"1001"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Kanta-Häme";"1870"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Keski-Pohjanmaa";"826"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Keski-Suomi";"2669"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Kymenlaakso";"2036"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Lappi";"2223"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Pirkanmaa";"5763"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Pohjanmaa";"1561"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Pohjois-Karjala";"1692"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Pohjois-Pohjanmaa";"5025"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Pohjois-Savo";"2971"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Päijät-Häme";"2074"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Satakunta";"2280"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Uusimaa";"12906"
"Sairauspäiväraha";"2022";"10";"2022-10-01";"Varsinais-Suomi";"5028"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Etelä-Karjala";"1280"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Etelä-Pohjanmaa";"2240"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Etelä-Savo";"1439"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Kainuu";"981"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Kanta-Häme";"2033"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Keski-Pohjanmaa";"859"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Keski-Suomi";"3106"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Kymenlaakso";"2086"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Lappi";"2233"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Pirkanmaa";"6344"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Pohjanmaa";"1644"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Pohjois-Karjala";"1864"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Pohjois-Pohjanmaa";"5279"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Pohjois-Savo";"3547"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Päijät-Häme";"2232"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Satakunta";"2493"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Uusimaa";"13864"
"Sairauspäiväraha";"2022";"11";"2022-11-01";"Varsinais-Suomi";"5325"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Etelä-Karjala";"1230"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Etelä-Pohjanmaa";"2284"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Etelä-Savo";"1368"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Kainuu";"900"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Kanta-Häme";"1931"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Keski-Pohjanmaa";"801"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Keski-Suomi";"2729"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Kymenlaakso";"1934"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Lappi";"2192"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Pirkanmaa";"6189"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Pohjanmaa";"1579"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Pohjois-Karjala";"1685"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Pohjois-Pohjanmaa";"5129"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Pohjois-Savo";"3193"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Päijät-Häme";"2130"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Satakunta";"2525"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Uusimaa";"13571"
"Sairauspäiväraha";"2022";"12";"2022-12-01";"Varsinais-Suomi";"5297"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Etelä-Karjala";"1277"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Etelä-Pohjanmaa";"2267"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Etelä-Savo";"1420"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Kainuu";"883"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Kanta-Häme";"1889"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Keski-Pohjanmaa";"786"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Keski-Suomi";"3031"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Kymenlaakso";"1948"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Lappi";"2151"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Pirkanmaa";"6093"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Pohjanmaa";"1602"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Pohjois-Karjala";"1780"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Pohjois-Pohjanmaa";"5043"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Pohjois-Savo";"3115"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Päijät-Häme";"2293"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Satakunta";"2459"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Uusimaa";"13734"
"Sairauspäiväraha";"2023";"1";"2023-01-01";"Varsinais-Suomi";"5265"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Etelä-Karjala";"1192"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Etelä-Pohjanmaa";"2311"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Etelä-Savo";"1351"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Kainuu";"946"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Kanta-Häme";"1895"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Keski-Pohjanmaa";"813"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Keski-Suomi";"2821"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Kymenlaakso";"2029"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Lappi";"2241"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Pirkanmaa";"6009"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Pohjanmaa";"1506"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Pohjois-Karjala";"1748"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Pohjois-Pohjanmaa";"5027"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Pohjois-Savo";"2942"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Päijät-Häme";"2150"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Satakunta";"2389"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Uusimaa";"13631"
"Sairauspäiväraha";"2023";"2";"2023-02-01";"Varsinais-Suomi";"5511"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Etelä-Karjala";"1420"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Etelä-Pohjanmaa";"2509"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Etelä-Savo";"1577"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Kainuu";"980"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Kanta-Häme";"2158"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Keski-Pohjanmaa";"946"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Keski-Suomi";"3215"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Kymenlaakso";"2340"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Lappi";"2395"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Pirkanmaa";"6739"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Pohjanmaa";"1876"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Pohjois-Karjala";"2039"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Pohjois-Pohjanmaa";"5428"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Pohjois-Savo";"3669"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Päijät-Häme";"2390"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Satakunta";"2713"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Uusimaa";"15658"
"Sairauspäiväraha";"2023";"3";"2023-03-01";"Varsinais-Suomi";"5896"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Etelä-Karjala";"1039"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Etelä-Pohjanmaa";"1923"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Etelä-Savo";"1296"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Kainuu";"827"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Kanta-Häme";"1681"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Keski-Pohjanmaa";"686"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Keski-Suomi";"2602"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Kymenlaakso";"1755"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Lappi";"1983"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Pirkanmaa";"5499"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Pohjanmaa";"1552"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Pohjois-Karjala";"1650"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Pohjois-Pohjanmaa";"4385"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Pohjois-Savo";"2979"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Päijät-Häme";"1908"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Satakunta";"2167"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Uusimaa";"11847"
"Sairauspäiväraha";"2023";"4";"2023-04-01";"Varsinais-Suomi";"4649"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Etelä-Karjala";"1306"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Etelä-Pohjanmaa";"2247"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Etelä-Savo";"1527"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Kainuu";"903"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Kanta-Häme";"1939"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Keski-Pohjanmaa";"801"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Keski-Suomi";"3213"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Kymenlaakso";"2060"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Lappi";"2293"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Pirkanmaa";"6358"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Pohjanmaa";"1759"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Pohjois-Karjala";"1889"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Pohjois-Pohjanmaa";"4964"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Pohjois-Savo";"3525"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Päijät-Häme";"2234"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Satakunta";"2587"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Uusimaa";"14355"
"Sairauspäiväraha";"2023";"5";"2023-05-01";"Varsinais-Suomi";"5504"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Etelä-Karjala";"1191"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Etelä-Pohjanmaa";"2309"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Etelä-Savo";"1411"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Kainuu";"989"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Kanta-Häme";"1954"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Keski-Pohjanmaa";"807"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Keski-Suomi";"3083"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Kymenlaakso";"1973"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Lappi";"2332"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Pirkanmaa";"6326"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Pohjanmaa";"1746"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Pohjois-Karjala";"1896"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Pohjois-Pohjanmaa";"5232"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Pohjois-Savo";"3176"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Päijät-Häme";"2199"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Satakunta";"2480"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Uusimaa";"14015"
"Sairauspäiväraha";"2023";"6";"2023-06-01";"Varsinais-Suomi";"5635"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Etelä-Karjala";"1011"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Etelä-Pohjanmaa";"1877"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Etelä-Savo";"1220"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Kainuu";"784"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Kanta-Häme";"1642"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Keski-Pohjanmaa";"686"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Keski-Suomi";"2620"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Kymenlaakso";"1739"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Lappi";"1929"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Pirkanmaa";"5335"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Pohjanmaa";"1513"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Pohjois-Karjala";"1547"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Pohjois-Pohjanmaa";"4479"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Pohjois-Savo";"2781"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Päijät-Häme";"1912"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Satakunta";"2181"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Uusimaa";"12165"
"Sairauspäiväraha";"2023";"7";"2023-07-01";"Varsinais-Suomi";"5126"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Etelä-Karjala";"1258"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Etelä-Pohjanmaa";"2207"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Etelä-Savo";"1480"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Kainuu";"985"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Kanta-Häme";"1952"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Keski-Pohjanmaa";"801"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Keski-Suomi";"3216"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Kymenlaakso";"1918"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Lappi";"2392"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Pirkanmaa";"6344"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Pohjanmaa";"1681"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Pohjois-Karjala";"1898"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Pohjois-Pohjanmaa";"5461"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Pohjois-Savo";"3429"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Päijät-Häme";"2126"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Satakunta";"2487"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Uusimaa";"14516"
"Sairauspäiväraha";"2023";"8";"2023-08-01";"Varsinais-Suomi";"5790"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Etelä-Karjala";"1189"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Etelä-Pohjanmaa";"1994"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Etelä-Savo";"1245"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Kainuu";"876"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Kanta-Häme";"1794"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Keski-Pohjanmaa";"769"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Keski-Suomi";"2878"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Kymenlaakso";"1836"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Lappi";"2194"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Pirkanmaa";"5779"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Pohjanmaa";"1592"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Pohjois-Karjala";"1750"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Pohjois-Pohjanmaa";"4767"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Pohjois-Savo";"3075"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Päijät-Häme";"2041"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Satakunta";"2510"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Uusimaa";"13167"
"Sairauspäiväraha";"2023";"9";"2023-09-01";"Varsinais-Suomi";"5418"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Etelä-Karjala";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Etelä-Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Etelä-Savo";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Kainuu";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Kanta-Häme";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Keski-Pohjanmaa";"1"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Keski-Suomi";"1"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Kymenlaakso";"1"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Lappi";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Pirkanmaa";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Pohjois-Karjala";"1"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Pohjois-Pohjanmaa";"2"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Pohjois-Savo";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Päijät-Häme";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Satakunta";"0"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Uusimaa";"7"
"Tartuntatautipäiväraha";"2019";"1";"2019-01-01";"Varsinais-Suomi";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Etelä-Karjala";"2"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Etelä-Pohjanmaa";"1"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Etelä-Savo";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Kainuu";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Kanta-Häme";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Keski-Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Keski-Suomi";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Kymenlaakso";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Lappi";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Pirkanmaa";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Pohjanmaa";"2"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Pohjois-Karjala";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Pohjois-Pohjanmaa";"2"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Pohjois-Savo";"0"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Päijät-Häme";"1"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Satakunta";"1"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Uusimaa";"3"
"Tartuntatautipäiväraha";"2019";"2";"2019-02-01";"Varsinais-Suomi";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Etelä-Karjala";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Etelä-Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Etelä-Savo";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Kainuu";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Kanta-Häme";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Keski-Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Keski-Suomi";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Kymenlaakso";"1"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Lappi";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Pirkanmaa";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Pohjanmaa";"1"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Pohjois-Karjala";"1"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Pohjois-Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Pohjois-Savo";"1"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Päijät-Häme";"0"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Satakunta";"1"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Uusimaa";"5"
"Tartuntatautipäiväraha";"2019";"3";"2019-03-01";"Varsinais-Suomi";"1"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Etelä-Karjala";"1"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Etelä-Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Etelä-Savo";"1"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Kainuu";"0"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Kanta-Häme";"0"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Keski-Pohjanmaa";"1"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Keski-Suomi";"0"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Kymenlaakso";"0"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Lappi";"1"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Pirkanmaa";"0"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Pohjanmaa";"0"
"Tartuntatautipäiväraha";"2019";"4";"2019-04-01";"Pohjois-Karjala";"0"
