code,values,class,name,description
saapuneet_hakemukset,11510,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,10130,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2404,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,10845,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8503,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6244,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7738,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6475,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7356,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6114,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5770,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6289,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6778,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7585,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6443,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6632,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6441,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4917,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5473,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4149,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3404,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4160,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,913,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4627,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3358,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,340,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5392,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2920,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3961,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4273,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3538,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3249,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3518,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4401,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4345,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3449,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5948,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,423,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,337,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4400,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4572,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,15063,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4453,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,12061,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7424,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7995,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5763,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3795,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4787,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5080,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3825,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3707,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5211,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1573,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4153,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4242,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4209,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3174,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4437,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3768,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3262,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2835,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2801,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3811,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3350,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2961,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2799,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3655,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3650,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4315,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3652,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3133,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4025,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3208,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4072,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2682,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2628,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2792,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2986,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,526,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3856,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2906,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,291,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4340,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3184,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3668,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8225,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7142,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5153,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7829,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7391,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5030,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5572,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7204,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7047,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4793,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7261,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4274,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5310,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8628,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1568,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7960,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5671,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6023,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8307,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6453,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,10387,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1402,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,10809,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7873,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5957,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9185,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,12406,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8245,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,10082,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9191,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5761,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5863,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8453,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4890,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6714,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7624,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4666,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5278,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7091,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8973,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5655,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9144,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5523,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7192,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5260,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5656,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7381,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7152,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6524,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7803,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,11704,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8237,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8261,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9184,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9042,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7918,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9706,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8145,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5717,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6031,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,10760,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9486,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9634,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9047,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,12691,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2893,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,12268,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2952,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,12191,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7208,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9301,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
