tyyppi;vuosi;aikatyyppi;kuukausi;viikko;paiva;viikonpaiva;alue;aluetaso;palvelukanava;saatavuusaika_ka;hakemukset_sahkoiset_osuus;puhelinpalvelun_vastausprosentti;puhelinpalvelun_jonotusajan_keskiarvo_min;updated
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Hyrynsalmi;kunta;verkkopalvelu;NA;64,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kajaani;kunta;verkkopalvelu;NA;68,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kajaani;kunta;verkkopalvelu;NA;66,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kajaani;kunta;verkkopalvelu;NA;68,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kuhmo;kunta;verkkopalvelu;NA;65,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kuhmo;kunta;verkkopalvelu;NA;64,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kuhmo;kunta;verkkopalvelu;NA;66,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Paltamo;kunta;verkkopalvelu;NA;67,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Paltamo;kunta;verkkopalvelu;NA;68,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Paltamo;kunta;verkkopalvelu;NA;66,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Puolanka;kunta;verkkopalvelu;NA;62,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Puolanka;kunta;verkkopalvelu;NA;70,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Puolanka;kunta;verkkopalvelu;NA;73,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Ristijärvi;kunta;verkkopalvelu;NA;67,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Ristijärvi;kunta;verkkopalvelu;NA;72,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Ristijärvi;kunta;verkkopalvelu;NA;70,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Sotkamo;kunta;verkkopalvelu;NA;68,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Sotkamo;kunta;verkkopalvelu;NA;66,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Sotkamo;kunta;verkkopalvelu;NA;64,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Suomussalmi;kunta;verkkopalvelu;NA;63,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Suomussalmi;kunta;verkkopalvelu;NA;63,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Suomussalmi;kunta;verkkopalvelu;NA;69,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Forssa;kunta;verkkopalvelu;NA;65,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Forssa;kunta;verkkopalvelu;NA;69,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Forssa;kunta;verkkopalvelu;NA;70,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Hattula;kunta;verkkopalvelu;NA;62,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Hattula;kunta;verkkopalvelu;NA;69,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Hattula;kunta;verkkopalvelu;NA;69,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Hausjärvi;kunta;verkkopalvelu;NA;70,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Hausjärvi;kunta;verkkopalvelu;NA;72,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Hausjärvi;kunta;verkkopalvelu;NA;71,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Humppila;kunta;verkkopalvelu;NA;64,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Humppila;kunta;verkkopalvelu;NA;70,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Humppila;kunta;verkkopalvelu;NA;65,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Hämeenlinna;kunta;verkkopalvelu;NA;64,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Hämeenlinna;kunta;verkkopalvelu;NA;69,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Hämeenlinna;kunta;verkkopalvelu;NA;71,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Janakkala;kunta;verkkopalvelu;NA;65,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Janakkala;kunta;verkkopalvelu;NA;68,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Janakkala;kunta;verkkopalvelu;NA;71,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Jokioinen;kunta;verkkopalvelu;NA;70,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Jokioinen;kunta;verkkopalvelu;NA;72,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Jokioinen;kunta;verkkopalvelu;NA;73,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Loppi;kunta;verkkopalvelu;NA;66,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Loppi;kunta;verkkopalvelu;NA;70,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Loppi;kunta;verkkopalvelu;NA;69,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Riihimäki;kunta;verkkopalvelu;NA;66,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Riihimäki;kunta;verkkopalvelu;NA;69,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Riihimäki;kunta;verkkopalvelu;NA;72,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Tammela;kunta;verkkopalvelu;NA;69,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Tammela;kunta;verkkopalvelu;NA;70,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Tammela;kunta;verkkopalvelu;NA;72,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Ypäjä;kunta;verkkopalvelu;NA;64,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Ypäjä;kunta;verkkopalvelu;NA;69,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Ypäjä;kunta;verkkopalvelu;NA;73,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Halsua;kunta;verkkopalvelu;NA;59,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Halsua;kunta;verkkopalvelu;NA;64,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Halsua;kunta;verkkopalvelu;NA;74,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kannus;kunta;verkkopalvelu;NA;56,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kannus;kunta;verkkopalvelu;NA;54,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kannus;kunta;verkkopalvelu;NA;65,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kaustinen;kunta;verkkopalvelu;NA;64,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kaustinen;kunta;verkkopalvelu;NA;65,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kaustinen;kunta;verkkopalvelu;NA;72,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kokkola;kunta;verkkopalvelu;NA;63,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kokkola;kunta;verkkopalvelu;NA;63,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kokkola;kunta;verkkopalvelu;NA;73,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Lestijärvi;kunta;verkkopalvelu;NA;63,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Lestijärvi;kunta;verkkopalvelu;NA;55,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Lestijärvi;kunta;verkkopalvelu;NA;65,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Perho;kunta;verkkopalvelu;NA;67,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Perho;kunta;verkkopalvelu;NA;63,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Perho;kunta;verkkopalvelu;NA;74,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Toholampi;kunta;verkkopalvelu;NA;63,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Toholampi;kunta;verkkopalvelu;NA;59,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Toholampi;kunta;verkkopalvelu;NA;63,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Veteli;kunta;verkkopalvelu;NA;57,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Veteli;kunta;verkkopalvelu;NA;64,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Veteli;kunta;verkkopalvelu;NA;68,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Hankasalmi;kunta;verkkopalvelu;NA;69,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Hankasalmi;kunta;verkkopalvelu;NA;65,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Hankasalmi;kunta;verkkopalvelu;NA;73,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Joutsa;kunta;verkkopalvelu;NA;64,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Joutsa;kunta;verkkopalvelu;NA;68,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Joutsa;kunta;verkkopalvelu;NA;68,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Jyväskylä;kunta;verkkopalvelu;NA;70,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Jyväskylä;kunta;verkkopalvelu;NA;73,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Jyväskylä;kunta;verkkopalvelu;NA;75,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Jämsä;kunta;verkkopalvelu;NA;66,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Jämsä;kunta;verkkopalvelu;NA;66,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Jämsä;kunta;verkkopalvelu;NA;67,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kannonkoski;kunta;verkkopalvelu;NA;72,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kannonkoski;kunta;verkkopalvelu;NA;66,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kannonkoski;kunta;verkkopalvelu;NA;63,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Karstula;kunta;verkkopalvelu;NA;70,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Karstula;kunta;verkkopalvelu;NA;67,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Karstula;kunta;verkkopalvelu;NA;69,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Keuruu;kunta;verkkopalvelu;NA;59,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Keuruu;kunta;verkkopalvelu;NA;66,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Keuruu;kunta;verkkopalvelu;NA;71,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kinnula;kunta;verkkopalvelu;NA;69,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kinnula;kunta;verkkopalvelu;NA;60,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kinnula;kunta;verkkopalvelu;NA;68,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kivijärvi;kunta;verkkopalvelu;NA;71,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kivijärvi;kunta;verkkopalvelu;NA;64,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kivijärvi;kunta;verkkopalvelu;NA;64,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Konnevesi;kunta;verkkopalvelu;NA;69,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Konnevesi;kunta;verkkopalvelu;NA;65,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Konnevesi;kunta;verkkopalvelu;NA;68,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kyyjärvi;kunta;verkkopalvelu;NA;72,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kyyjärvi;kunta;verkkopalvelu;NA;65,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kyyjärvi;kunta;verkkopalvelu;NA;73,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Laukaa;kunta;verkkopalvelu;NA;66,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Laukaa;kunta;verkkopalvelu;NA;68,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Laukaa;kunta;verkkopalvelu;NA;74,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Luhanka;kunta;verkkopalvelu;NA;67,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Luhanka;kunta;verkkopalvelu;NA;60,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Luhanka;kunta;verkkopalvelu;NA;64,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Multia;kunta;verkkopalvelu;NA;67,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Multia;kunta;verkkopalvelu;NA;70,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Multia;kunta;verkkopalvelu;NA;68,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Muurame;kunta;verkkopalvelu;NA;68,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Muurame;kunta;verkkopalvelu;NA;67,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Muurame;kunta;verkkopalvelu;NA;72,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Petäjävesi;kunta;verkkopalvelu;NA;62,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Petäjävesi;kunta;verkkopalvelu;NA;71,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Petäjävesi;kunta;verkkopalvelu;NA;73,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Pihtipudas;kunta;verkkopalvelu;NA;66,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Pihtipudas;kunta;verkkopalvelu;NA;66,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Pihtipudas;kunta;verkkopalvelu;NA;66,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Saarijärvi;kunta;verkkopalvelu;NA;64,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Saarijärvi;kunta;verkkopalvelu;NA;60,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Saarijärvi;kunta;verkkopalvelu;NA;68,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Toivakka;kunta;verkkopalvelu;NA;65,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Toivakka;kunta;verkkopalvelu;NA;71,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Toivakka;kunta;verkkopalvelu;NA;69,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Uurainen;kunta;verkkopalvelu;NA;73,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Uurainen;kunta;verkkopalvelu;NA;65,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Uurainen;kunta;verkkopalvelu;NA;71,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Viitasaari;kunta;verkkopalvelu;NA;61,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Viitasaari;kunta;verkkopalvelu;NA;59,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Viitasaari;kunta;verkkopalvelu;NA;62,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Äänekoski;kunta;verkkopalvelu;NA;67,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Äänekoski;kunta;verkkopalvelu;NA;67,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Äänekoski;kunta;verkkopalvelu;NA;75,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Hamina;kunta;verkkopalvelu;NA;69,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Hamina;kunta;verkkopalvelu;NA;70,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Hamina;kunta;verkkopalvelu;NA;72,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kotka;kunta;verkkopalvelu;NA;65,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kotka;kunta;verkkopalvelu;NA;71,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kotka;kunta;verkkopalvelu;NA;73,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kouvola;kunta;verkkopalvelu;NA;67,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kouvola;kunta;verkkopalvelu;NA;74,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kouvola;kunta;verkkopalvelu;NA;73,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Miehikkälä;kunta;verkkopalvelu;NA;76,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Miehikkälä;kunta;verkkopalvelu;NA;75,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Miehikkälä;kunta;verkkopalvelu;NA;74,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Pyhtää;kunta;verkkopalvelu;NA;67,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Pyhtää;kunta;verkkopalvelu;NA;69,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Pyhtää;kunta;verkkopalvelu;NA;73,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Virolahti;kunta;verkkopalvelu;NA;76,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Virolahti;kunta;verkkopalvelu;NA;76,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Virolahti;kunta;verkkopalvelu;NA;80,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Enontekiö;kunta;verkkopalvelu;NA;64,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Enontekiö;kunta;verkkopalvelu;NA;68,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Enontekiö;kunta;verkkopalvelu;NA;77,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Inari;kunta;verkkopalvelu;NA;55,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Inari;kunta;verkkopalvelu;NA;53,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Inari;kunta;verkkopalvelu;NA;69,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kemi;kunta;verkkopalvelu;NA;59,3000000000000;NA;NA;2021/02/18 10:02:35
