tyyppi;vuosi;aikatyyppi;kuukausi;viikko;paiva;viikonpaiva;alue;aluetaso;palvelukanava;saatavuusaika_ka;hakemukset_sahkoiset_osuus;puhelinpalvelun_vastausprosentti;puhelinpalvelun_jonotusajan_keskiarvo_min;updated
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Sottunga;kunta;verkkopalvelu;NA;25,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Sottunga;kunta;verkkopalvelu;NA;7,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Sottunga;kunta;verkkopalvelu;NA;30,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Sund;kunta;verkkopalvelu;NA;26,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Sund;kunta;verkkopalvelu;NA;26,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Sund;kunta;verkkopalvelu;NA;43,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Vårdö;kunta;verkkopalvelu;NA;26,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Vårdö;kunta;verkkopalvelu;NA;18,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Vårdö;kunta;verkkopalvelu;NA;28,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Imatra;kunta;verkkopalvelu;NA;65,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Imatra;kunta;verkkopalvelu;NA;69,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Imatra;kunta;verkkopalvelu;NA;72,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Lappeenranta;kunta;verkkopalvelu;NA;66,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Lappeenranta;kunta;verkkopalvelu;NA;71,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Lappeenranta;kunta;verkkopalvelu;NA;73,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Lemi;kunta;verkkopalvelu;NA;69,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Lemi;kunta;verkkopalvelu;NA;73,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Lemi;kunta;verkkopalvelu;NA;76,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Luumäki;kunta;verkkopalvelu;NA;66,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Luumäki;kunta;verkkopalvelu;NA;71,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Luumäki;kunta;verkkopalvelu;NA;76,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Parikkala;kunta;verkkopalvelu;NA;74,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Parikkala;kunta;verkkopalvelu;NA;70,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Parikkala;kunta;verkkopalvelu;NA;78,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Rautjärvi;kunta;verkkopalvelu;NA;69,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Rautjärvi;kunta;verkkopalvelu;NA;70,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Rautjärvi;kunta;verkkopalvelu;NA;77,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Ruokolahti;kunta;verkkopalvelu;NA;71,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Ruokolahti;kunta;verkkopalvelu;NA;72,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Ruokolahti;kunta;verkkopalvelu;NA;75,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Savitaipale;kunta;verkkopalvelu;NA;59,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Savitaipale;kunta;verkkopalvelu;NA;69,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Savitaipale;kunta;verkkopalvelu;NA;80,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Taipalsaari;kunta;verkkopalvelu;NA;66,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Taipalsaari;kunta;verkkopalvelu;NA;69,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Taipalsaari;kunta;verkkopalvelu;NA;69,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Alajärvi;kunta;verkkopalvelu;NA;58,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Alajärvi;kunta;verkkopalvelu;NA;61,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Alajärvi;kunta;verkkopalvelu;NA;64,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Alavus;kunta;verkkopalvelu;NA;66,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Alavus;kunta;verkkopalvelu;NA;68,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Alavus;kunta;verkkopalvelu;NA;69,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Evijärvi;kunta;verkkopalvelu;NA;66,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Evijärvi;kunta;verkkopalvelu;NA;72,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Evijärvi;kunta;verkkopalvelu;NA;68,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Ilmajoki;kunta;verkkopalvelu;NA;60,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Ilmajoki;kunta;verkkopalvelu;NA;63,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Ilmajoki;kunta;verkkopalvelu;NA;65,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Isojoki;kunta;verkkopalvelu;NA;58,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Isojoki;kunta;verkkopalvelu;NA;62,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Isojoki;kunta;verkkopalvelu;NA;74,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Isokyrö;kunta;verkkopalvelu;NA;67,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Isokyrö;kunta;verkkopalvelu;NA;70,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Isokyrö;kunta;verkkopalvelu;NA;69,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Karijoki;kunta;verkkopalvelu;NA;61,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Karijoki;kunta;verkkopalvelu;NA;63,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Karijoki;kunta;verkkopalvelu;NA;63,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kauhajoki;kunta;verkkopalvelu;NA;59,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kauhajoki;kunta;verkkopalvelu;NA;57,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kauhajoki;kunta;verkkopalvelu;NA;70,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kauhava;kunta;verkkopalvelu;NA;60,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kauhava;kunta;verkkopalvelu;NA;57,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kauhava;kunta;verkkopalvelu;NA;62,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kuortane;kunta;verkkopalvelu;NA;67,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kuortane;kunta;verkkopalvelu;NA;68,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kuortane;kunta;verkkopalvelu;NA;71,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kurikka;kunta;verkkopalvelu;NA;59,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kurikka;kunta;verkkopalvelu;NA;59,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kurikka;kunta;verkkopalvelu;NA;62,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Lappajärvi;kunta;verkkopalvelu;NA;68,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Lappajärvi;kunta;verkkopalvelu;NA;71,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Lappajärvi;kunta;verkkopalvelu;NA;66,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Lapua;kunta;verkkopalvelu;NA;57,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Lapua;kunta;verkkopalvelu;NA;62,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Lapua;kunta;verkkopalvelu;NA;59,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Seinäjoki;kunta;verkkopalvelu;NA;67,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Seinäjoki;kunta;verkkopalvelu;NA;69,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Seinäjoki;kunta;verkkopalvelu;NA;67,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Soini;kunta;verkkopalvelu;NA;64,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Soini;kunta;verkkopalvelu;NA;72,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Soini;kunta;verkkopalvelu;NA;69,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Teuva;kunta;verkkopalvelu;NA;65,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Teuva;kunta;verkkopalvelu;NA;68,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Teuva;kunta;verkkopalvelu;NA;69,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Vimpeli;kunta;verkkopalvelu;NA;71,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Vimpeli;kunta;verkkopalvelu;NA;66,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Vimpeli;kunta;verkkopalvelu;NA;66,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Ähtäri;kunta;verkkopalvelu;NA;68,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Ähtäri;kunta;verkkopalvelu;NA;76,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Ähtäri;kunta;verkkopalvelu;NA;72,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Enonkoski;kunta;verkkopalvelu;NA;65,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Enonkoski;kunta;verkkopalvelu;NA;58,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Enonkoski;kunta;verkkopalvelu;NA;70,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Hirvensalmi;kunta;verkkopalvelu;NA;71,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Hirvensalmi;kunta;verkkopalvelu;NA;66,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Hirvensalmi;kunta;verkkopalvelu;NA;66,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Juva;kunta;verkkopalvelu;NA;69,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Juva;kunta;verkkopalvelu;NA;74,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Juva;kunta;verkkopalvelu;NA;73,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Kangasniemi;kunta;verkkopalvelu;NA;66,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Kangasniemi;kunta;verkkopalvelu;NA;65,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Kangasniemi;kunta;verkkopalvelu;NA;63,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Mikkeli;kunta;verkkopalvelu;NA;73,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Mikkeli;kunta;verkkopalvelu;NA;74,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Mikkeli;kunta;verkkopalvelu;NA;75,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Mäntyharju;kunta;verkkopalvelu;NA;70,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Mäntyharju;kunta;verkkopalvelu;NA;68,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Mäntyharju;kunta;verkkopalvelu;NA;70,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Pertunmaa;kunta;verkkopalvelu;NA;74,9000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Pertunmaa;kunta;verkkopalvelu;NA;72,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Pertunmaa;kunta;verkkopalvelu;NA;71,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Pieksämäki;kunta;verkkopalvelu;NA;68,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Pieksämäki;kunta;verkkopalvelu;NA;70,7000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Pieksämäki;kunta;verkkopalvelu;NA;70,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Puumala;kunta;verkkopalvelu;NA;75,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Puumala;kunta;verkkopalvelu;NA;75,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Puumala;kunta;verkkopalvelu;NA;74,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Rantasalmi;kunta;verkkopalvelu;NA;72,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Rantasalmi;kunta;verkkopalvelu;NA;69,8000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Rantasalmi;kunta;verkkopalvelu;NA;72,1000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Savonlinna;kunta;verkkopalvelu;NA;66,3000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Savonlinna;kunta;verkkopalvelu;NA;66,0000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Savonlinna;kunta;verkkopalvelu;NA;71,5000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Sulkava;kunta;verkkopalvelu;NA;66,2000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Sulkava;kunta;verkkopalvelu;NA;68,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2021;kuukausi;1;NA;NA;NA;Sulkava;kunta;verkkopalvelu;NA;71,4000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2019;kuukausi;1;NA;NA;NA;Hyrynsalmi;kunta;verkkopalvelu;NA;65,6000000000000;NA;NA;2021/02/18 10:02:35
verkkohakemusten osuus;2020;kuukausi;1;NA;NA;NA;Hyrynsalmi;kunta;verkkopalvelu;NA;67,0000000000000;NA;NA;2021/02/18 10:02:35
